V1,1502,1504,1500,1503,1501,1506,1502,1503,1501,1505,1505,1499,1506,1502,1504,1505,1502,1506,1504,1504,1504,1504,1504,1505,1505,1504,1503,1501,1502,1510,1503,1504,1506,1505,1502,1502,1504,1501,1506,1503,1503,1507,1500,1503,1504,1502,1505,1505,1507,1504
V2,1503,1505,1507,1501,1504,1505,1501,1505,1506,1508,1505,1507,1507,1504,1507,1502,1506,1509,1506,1503,1507,1505,1505,1505,1506,1504,1504,1508,1506,1505,1507,1505,1507,1507,1503,1504,1505,1503,1502,1502,1507,1503,1502,1502,1503,1503,1503,1504,1507,1504
V3,1505,1508,1505,1502,1504,1505,1505,1506,1509,1505,1502,1502,1502,1505,1505,1507,1504,1502,1506,1503,1503,1501,1505,1504,1504,1505,1502,1507,1507,1504,1504,1502,1503,1508,1507,1505,1502,1499,1506,1502,1503,1503,1503,1504,1503,1504,1503,1503,1503,1500
V4,1503,1503,1501,1505,1502,1504,1504,1502,1504,1504,1505,1500,1503,1505,1507,1502,1503,1501,1504,1505,1504,1498,1503,1502,1503,1502,1502,1500,1504,1507,1505,1503,1503,1502,1505,1503,1503,1502,1507,1502,1505,1502,1501,1502,1502,1502,1502,1504,1502,1500
V5,1497,1507,1499,1504,1502,1503,1506,1508,1503,1503,1504,1503,1505,1508,1503,1506,1503,1503,1506,1504,1503,1506,1506,1502,1509,1501,1507,1508,1505,1509,1504,1507,1507,1507,1502,1507,1507,1504,1507,1509,1506,1506,1506,1503,1503,1506,1499,1503,1502,1504
V6,1503,1504,1506,1502,1505,1505,1504,1507,1503,1504,1509,1505,1505,1506,1503,1504,1505,1501,1506,1506,1502,1499,1500,1508,1505,1500,1506,1502,1503,1504,1504,1503,1505,1506,1502,1504,1505,1503,1503,1506,1503,1505,1508,1509,1500,1504,1500,1501,1505,1503
V7,1505,1506,1506,1506,1507,1509,1506,1507,1508,1507,1508,1505,1507,1507,1506,1505,1508,1504,1509,1505,1504,1506,1503,1507,1509,1509,1508,1507,1509,1506,1509,1507,1504,1509,1504,1509,1506,1505,1507,1503,1503,1504,1507,1506,1505,1507,1503,1505,1509,1507
V8,1501,1500,1500,1503,1504,1507,1503,1501,1508,1502,1504,1499,1505,1505,1504,1507,1508,1504,1506,1504,1503,1500,1505,1505,1507,1503,1505,1505,1502,1501,1501,1506,1501,1505,1508,1504,1502,1504,1507,1506,1502,1506,1499,1503,1500,1502,1503,1500,1506,1504
V9,1502,1500,1500,1502,1504,1502,1502,1501,1499,1501,1507,1504,1505,1503,1501,1503,1503,1505,1502,1500,1506,1504,1501,1502,1503,1507,1502,1501,1504,1504,1504,1504,1500,1501,1502,1502,1503,1500,1503,1508,1501,1500,1501,1503,1503,1503,1503,1499,1501,1504
V10,1503,1506,1505,1501,1500,1502,1505,1504,1510,1505,1505,1506,1504,1505,1503,1506,1504,1506,1504,1507,1504,1504,1510,1506,1509,1509,1505,1511,1504,1505,1505,1504,1507,1507,1506,1505,1507,1505,1502,1502,1503,1507,1505,1505,1507,1501,1503,1505,1505,1506
V11,1506,1505,1508,1507,1503,1500,1503,1506,1505,1501,1501,1506,1502,1503,1499,1504,1504,1505,1505,1506,1497,1501,1501,1501,1503,1505,1505,1505,1503,1502,1504,1507,1504,1505,1502,1504,1506,1508,1503,1502,1500,1503,1502,1501,1503,1503,1507,1507,1504,1501
V12,1505,1501,1503,1498,1504,1504,1502,1504,1504,1504,1508,1505,1501,1502,1506,1504,1504,1505,1503,1501,1509,1504,1504,1503,1501,1504,1507,1501,1501,1499,1504,1504,1498,1504,1502,1502,1507,1502,1504,1508,1505,1502,1504,1504,1504,1504,1505,1500,1503,1502
V13,1506,1507,1504,1508,1507,1509,1504,1505,1506,1504,1505,1508,1505,1506,1506,1505,1507,1505,1505,1506,1505,1506,1507,1506,1505,1507,1505,1506,1506,1506,1506,1507,1506,1509,1506,1503,1503,1503,1506,1506,1504,1503,1508,1506,1506,1509,1507,1504,1506,1504
V14,1502,1503,1503,1506,1502,1501,1503,1502,1506,1498,1504,1503,1502,1504,1504,1502,1503,1506,1502,1503,1502,1508,1505,1503,1506,1505,1502,1505,1503,1508,1503,1507,1504,1507,1502,1505,1503,1504,1503,1503,1503,1502,1506,1503,1507,1503,1505,1504,1503,1502
V15,1502,1508,1507,1507,1501,1501,1505,1503,1509,1506,1508,1508,1505,1505,1504,1508,1506,1505,1508,1507,1504,1504,1505,1508,1508,1506,1505,1505,1508,1503,1504,1507,1503,1506,1505,1508,1505,1503,1508,1505,1505,1505,1504,1504,1506,1506,1504,1504,1503,1507
V16,1504,1504,1504,1505,1508,1500,1504,1502,1502,1504,1505,1504,1499,1504,1505,1506,1505,1501,1505,1504,1504,1505,1505,1504,1504,1500,1508,1506,1503,1505,1503,1503,1503,1503,1503,1508,1503,1503,1506,1502,1504,1502,1505,1504,1504,1504,1504,1501,1500,1501
V17,1506,1508,1506,1502,1506,1499,1502,1504,1501,1500,1506,1503,1505,1504,1506,1502,1504,1504,1502,1506,1506,1504,1504,1501,1504,1505,1507,1506,1504,1505,1502,1506,1506,1502,1505,1505,1505,1503,1508,1505,1505,1503,1503,1504,1505,1502,1504,1501,1500,1507
V18,1501,1500,1505,1505,1504,1501,1505,1504,1504,1502,1503,1503,1505,1504,1505,1502,1501,1505,1500,1503,1503,1502,1506,1505,1503,1501,1506,1504,1507,1504,1505,1502,1499,1505,1501,1507,1509,1503,1504,1504,1505,1504,1504,1501,1501,1498,1505,1501,1506,1507
V19,1506,1507,1505,1504,1505,1505,1504,1506,1506,1503,1502,1506,1501,1504,1502,1505,1503,1505,1506,1510,1507,1503,1506,1504,1506,1505,1506,1506,1505,1504,1508,1504,1506,1502,1505,1506,1509,1505,1500,1501,1505,1507,1501,1502,1504,1506,1505,1503,1503,1504
V20,1505,1506,1508,1507,1501,1502,1503,1499,1507,1508,1501,1506,1504,1506,1507,1501,1504,1506,1503,1502,1505,1505,1505,1503,1505,1503,1506,1502,1504,1503,1505,1502,1503,1503,1508,1507,1503,1504,1506,1503,1506,1505,1503,1504,1506,1501,1506,1507,1505,1501
V21,1501,1504,1505,1502,1505,1506,1503,1504,1505,1509,1506,1504,1507,1507,1506,1507,1506,1509,1502,1504,1504,1502,1507,1507,1503,1507,1505,1501,1504,1507,1507,1504,1502,1503,1504,1505,1507,1505,1507,1506,1503,1503,1505,1504,1504,1503,1509,1508,1499,1509
V22,1505,1509,1504,1506,1505,1505,1503,1506,1508,1505,1508,1508,1506,1508,1508,1509,1508,1508,1508,1505,1506,1506,1507,1504,1510,1507,1510,1507,1509,1507,1510,1504,1507,1506,1505,1511,1507,1505,1511,1508,1506,1508,1504,1506,1506,1507,1505,1505,1503,1505
V23,1504,1506,1506,1503,1507,1502,1504,1508,1507,1503,1505,1501,1507,1502,1505,1506,1505,1504,1502,1504,1509,1506,1511,1503,1503,1506,1505,1510,1501,1503,1505,1505,1506,1506,1504,1506,1508,1506,1503,1504,1503,1502,1502,1507,1505,1504,1501,1504,1508,1504
V24,1505,1508,1506,1508,1507,1502,1501,1507,1503,1503,1505,1506,1507,1505,1505,1504,1507,1501,1506,1503,1506,1504,1504,1505,1503,1503,1508,1508,1504,1505,1505,1503,1504,1505,1502,1505,1505,1505,1501,1506,1507,1506,1506,1506,1504,1503,1501,1508,1504,1505
V25,1504,1503,1505,1507,1509,1507,1506,1502,1503,1504,1506,1509,1507,1505,1506,1506,1505,1504,1501,1504,1505,1503,1502,1503,1502,1503,1502,1504,1505,1505,1501,1507,1501,1505,1505,1501,1507,1505,1501,1500,1503,1502,1505,1505,1504,1507,1500,1510,1504,1505
V26,1507,1504,1504,1503,1505,1508,1508,1506,1511,1502,1506,1506,1504,1503,1506,1505,1505,1507,1506,1508,1506,1505,1507,1506,1508,1505,1509,1507,1506,1507,1504,1506,1503,1504,1503,1503,1507,1503,1509,1503,1507,1502,1505,1506,1504,1501,1505,1503,1506,1508
V27,1506,1503,1505,1504,1503,1504,1504,1504,1508,1504,1508,1506,1503,1505,1503,1509,1505,1503,1504,1508,1503,1505,1504,1505,1503,1505,1504,1504,1505,1506,1501,1506,1505,1503,1504,1507,1509,1502,1505,1503,1502,1508,1503,1508,1505,1507,1504,1506,1506,1505
V28,1500,1508,1503,1505,1504,1502,1506,1505,1504,1502,1503,1506,1508,1506,1502,1503,1504,1503,1503,1508,1505,1503,1503,1504,1504,1500,1504,1507,1504,1503,1502,1507,1505,1506,1505,1507,1504,1502,1503,1503,1503,1504,1503,1503,1504,1504,1502,1501,1498,1502
V29,1504,1505,1504,1500,1508,1501,1502,1502,1503,1501,1502,1505,1503,1504,1502,1506,1504,1505,1501,1504,1505,1509,1504,1502,1502,1504,1501,1502,1500,1505,1507,1500,1504,1506,1507,1505,1505,1501,1504,1502,1500,1501,1509,1502,1502,1502,1506,1502,1507,1500
V30,1507,1505,1504,1507,1500,1504,1503,1503,1501,1503,1508,1501,1503,1502,1506,1502,1503,1504,1503,1503,1502,1507,1506,1506,1504,1504,1504,1507,1501,1504,1505,1504,1508,1505,1502,1505,1503,1505,1507,1505,1503,1508,1507,1503,1505,1510,1503,1502,1503,1505
V31,1505,1504,1509,1503,1504,1505,1504,1505,1502,1504,1505,1502,1507,1503,1507,1500,1507,1501,1505,1505,1505,1503,1504,1504,1503,1508,1505,1505,1501,1506,1505,1508,1508,1508,1500,1505,1503,1502,1507,1503,1506,1502,1504,1503,1505,1504,1503,1505,1507,1503
V32,1502,1506,1505,1506,1506,1505,1502,1509,1506,1506,1503,1506,1504,1505,1503,1506,1506,1506,1505,1505,1504,1509,1506,1505,1503,1504,1504,1503,1504,1505,1510,1506,1508,1506,1505,1504,1508,1505,1502,1501,1502,1501,1504,1504,1503,1506,1507,1505,1504,1505
V33,1505,1503,1500,1504,1505,1508,1506,1502,1508,1507,1506,1500,1505,1505,1507,1506,1502,1504,1507,1507,1505,1508,1509,1508,1501,1507,1503,1505,1507,1502,1505,1503,1508,1506,1506,1506,1509,1503,1506,1501,1506,1504,1504,1506,1503,1506,1505,1499,1508,1502
