"1",1499
"2",1504
"3",1503
"4",1507
"5",1502
"6",1506
"7",1506
"8",1501
"9",1506
"10",1504
"11",1501
"12",1503
"13",1509
"14",1499
"15",1508
"16",1505
"17",1504
"18",1504
"19",1501
"20",1502
"21",1496
"22",1504
"23",1502
"24",1502
"25",1506
"26",1502
"27",1504
"28",1507
"29",1502
"30",1505
"31",1503
"32",1503
"33",1505
"34",1500
"35",1506
"36",1505
"37",1503
"38",1509
"39",1504
"40",1501
"41",1504
"42",1506
"43",1503
"44",1503
"45",1506
"46",1501
"47",1502
"48",1507
"49",1502
"50",1502
