Wvl,Raw Counts (Ref.),Rad. (Ref.),Raw Counts (Target),Rad. (Target),-log Reflect.,Reflect. %
530.7, 14627,0.02477814, 14439,2.445967E-002, 0.00562, 98.715
532.1, 15159,0.02440599, 14995,2.414195E-002, 0.00472, 98.918
533.6, 15962,0.02418243, 15796,2.393094E-002, 0.00454, 98.960
535.1, 16934,0.02433416, 16776,2.410711E-002, 0.00407, 99.067
536.5, 17683,0.02438486, 17546,2.419593E-002, 0.00338, 99.225
538.0, 18118,0.02431436, 17986,2.413721E-002, 0.00318, 99.271
539.5, 18238,0.0240924, 18114,2.392859E-002, 0.00296, 99.320
540.9, 18165,0.02388698, 18059,2.374759E-002, 0.00254, 99.416
542.4, 18055,0.02390482, 17961,2.378036E-002, 0.00227, 99.479
543.9, 17957,0.02413421, 17895,2.405088E-002, 0.00150, 99.655
545.3, 17672,0.02428133, 17625,2.421675E-002, 0.00116, 99.734
546.8, 17191,0.02429088, 17157,2.424284E-002, 0.00086, 99.802
548.2, 16665,0.02423091, 16646,2.420328E-002, 0.00050, 99.886
549.7, 16161,0.02417686, 16166,2.418434E-002,-0.00013,100.031
551.2, 15727,0.0241724, 15749,2.420621E-002,-0.00061,100.140
552.6, 15304,0.02402728, 15344,2.409008E-002,-0.00113,100.261
554.1, 15000,0.023955, 15053,2.403964E-002,-0.00153,100.353
555.5, 14738,0.02378713, 14805,2.389527E-002,-0.00197,100.455
557.0, 14474,0.02347683, 14544,2.359037E-002,-0.00210,100.484
558.5, 14213,0.02305349, 14283,2.316703E-002,-0.00213,100.493
559.9, 14148,0.02279243, 14232,2.292775E-002,-0.00257,100.594
561.4, 14249,0.02268441, 14362,2.286430E-002,-0.00343,100.793
562.8, 14443,0.02266107, 14567,2.285562E-002,-0.00371,100.859
564.3, 14640,0.02258952, 14771,2.279165E-002,-0.00387,100.895
565.7, 14801,0.02242352, 14956,2.265834E-002,-0.00452,101.047
567.2, 15019,0.02234827, 15188,2.259974E-002,-0.00486,101.125
568.6, 15255,0.02228756, 15438,2.255492E-002,-0.00518,101.200
570.1, 15381,0.0221025, 15569,2.237265E-002,-0.00528,101.222
571.5, 15611,0.02204273, 15822,2.234066E-002,-0.00583,101.352
573.0, 15940,0.02218848, 16173,2.251282E-002,-0.00630,101.462
574.4, 16193,0.02228157, 16432,2.261043E-002,-0.00636,101.476
575.8, 16226,0.02222962, 16488,2.258856E-002,-0.00696,101.615
577.3, 16109,0.02218209, 16378,2.255251E-002,-0.00719,101.670
578.7, 15936,0.02219885, 16222,2.259725E-002,-0.00773,101.795
580.2, 15679,0.02234258, 15977,2.276723E-002,-0.00818,101.901
581.6, 15405,0.02266076, 15704,2.310058E-002,-0.00835,101.941
583.0, 14958,0.02285582, 15261,2.331881E-002,-0.00871,102.026
584.5, 14409,0.02286708, 14706,2.333842E-002,-0.00886,102.061
585.9, 13863,0.02269373, 14142,2.315045E-002,-0.00865,102.013
587.4, 13382,0.0223747, 13659,2.283785E-002,-0.00890,102.070
588.8, 12886,0.02180311, 13150,2.224980E-002,-0.00881,102.049
590.2, 12552,0.02142626, 12798,2.184619E-002,-0.00843,101.960
591.7, 12525,0.021543, 12771,2.196612E-002,-0.00845,101.964
593.1, 12535,0.02166048, 12776,2.207693E-002,-0.00827,101.923
594.5, 12446,0.02158136, 12675,2.197845E-002,-0.00792,101.840
596.0, 12385,0.02151275, 12624,2.192789E-002,-0.00830,101.930
597.4, 12381,0.02149342, 12605,2.188228E-002,-0.00779,101.809
598.8, 12387,0.02141712, 12617,2.181479E-002,-0.00799,101.857
600.3, 12410,0.02130797, 12632,2.168914E-002,-0.00770,101.789
601.7, 12471,0.02117576, 12689,2.154592E-002,-0.00753,101.748
603.1, 12635,0.02116363, 12861,2.154218E-002,-0.00770,101.789
604.5, 12899,0.02121886, 13123,2.158734E-002,-0.00748,101.737
606.0, 13169,0.02121526, 13384,2.156162E-002,-0.00703,101.633
607.4, 13391,0.02110422, 13610,2.144936E-002,-0.00705,101.635
608.8, 13621,0.02093548, 13838,2.126901E-002,-0.00686,101.593
610.2, 13874,0.02079713, 14094,2.112691E-002,-0.00683,101.586
611.7, 14157,0.02071169, 14383,2.104233E-002,-0.00688,101.596
613.1, 14420,0.0206206, 14637,2.093091E-002,-0.00649,101.505
614.5, 14656,0.02050374, 14874,2.080873E-002,-0.00641,101.487
615.9, 14782,0.02034003, 15024,2.067302E-002,-0.00705,101.637
617.3, 14962,0.02033336, 15196,2.065136E-002,-0.00674,101.564
618.8, 15157,0.02050742, 15388,2.081996E-002,-0.00657,101.524
620.2, 15287,0.0206986, 15524,2.101950E-002,-0.00668,101.550
621.6, 15198,0.02071487, 15440,2.104472E-002,-0.00686,101.592
623.0, 14979,0.02064106, 15200,2.094560E-002,-0.00636,101.475
624.4, 14663,0.02045489, 14889,2.077016E-002,-0.00664,101.541
625.8, 14394,0.02035312, 14618,2.066985E-002,-0.00671,101.556
627.2, 14095,0.02022633, 14313,2.053916E-002,-0.00667,101.547
628.6, 13787,0.02012902, 14000,2.044000E-002,-0.00666,101.545
630.0, 13457,0.02001056, 13666,2.032134E-002,-0.00669,101.553
631.5, 13166,0.02001232, 13365,2.031480E-002,-0.00652,101.511
632.9, 12873,0.02005613, 13074,2.036929E-002,-0.00673,101.561
634.3, 12604,0.02014119, 12798,2.045120E-002,-0.00663,101.539
635.7, 12298,0.02019332, 12494,2.051515E-002,-0.00687,101.594
637.1, 12004,0.02026275, 12196,2.058685E-002,-0.00689,101.599
638.5, 11702,0.02029127, 11900,2.063460E-002,-0.00729,101.692
639.9, 11354,0.02024418, 11522,2.054373E-002,-0.00638,101.480
641.3, 10991,0.02009155, 11158,2.039682E-002,-0.00655,101.519
642.7, 10706,0.02004163, 10868,2.034490E-002,-0.00652,101.513
644.1, 10458,0.0199957, 10617,2.029970E-002,-0.00655,101.520
645.5, 10193,0.01986616, 10347,2.016630E-002,-0.00651,101.511
646.9,  9916,0.01962376, 10069,1.992655E-002,-0.00665,101.543
648.3,  9699,0.019398,  9833,1.966600E-002,-0.00596,101.382
649.6,  9546,0.01918746,  9695,1.948695E-002,-0.00673,101.561
651.0,  9500,0.019095,  9641,1.937841E-002,-0.00640,101.484
652.4,  9566,0.019132,  9699,1.939800E-002,-0.00600,101.390
653.8,  9606,0.01900067,  9738,1.926176E-002,-0.00593,101.374
655.2,  9421,0.01837095,  9548,1.861860E-002,-0.00582,101.348
656.6,  9271,0.01777251,  9390,1.800063E-002,-0.00554,101.284
658.0,  9451,0.01777733,  9569,1.799929E-002,-0.00539,101.249
659.4,  9943,0.01833489, 10060,1.855064E-002,-0.00508,101.177
660.8, 10287,0.01860918, 10398,1.880998E-002,-0.00466,101.079
662.1, 10550,0.0187157, 10663,1.891616E-002,-0.00463,101.071
663.5, 10765,0.0187634, 10871,1.894815E-002,-0.00426,100.985
664.9, 10964,0.01881422, 11052,1.896523E-002,-0.00347,100.803
666.3, 11159,0.01891451, 11226,1.902807E-002,-0.00260,100.600
667.7, 11275,0.01895328, 11333,1.905077E-002,-0.00223,100.514
669.1, 11355,0.01901963, 11389,1.907658E-002,-0.00130,100.299
670.4, 11365,0.01901365, 11383,1.904376E-002,-0.00069,100.158
671.8, 11315,0.01896394, 11317,1.896729E-002,-0.00008,100.018
673.2, 11272,0.01897078, 11256,1.894385E-002, 0.00062, 99.858
674.6, 11225,0.0189927, 11191,1.893517E-002, 0.00132, 99.697
675.9, 11163,0.01901059, 11116,1.893055E-002, 0.00183, 99.579
677.3, 11099,0.01903479, 11048,1.894732E-002, 0.00200, 99.540
678.7, 11009,0.01906759, 10944,1.895501E-002, 0.00257, 99.410
680.0, 10890,0.01909017, 10833,1.899025E-002, 0.00228, 99.477
681.4, 10756,0.01913492, 10696,1.902818E-002, 0.00243, 99.442
682.8, 10566,0.01913503, 10507,1.902818E-002, 0.00243, 99.442
684.1, 10320,0.01907136, 10274,1.898635E-002, 0.00194, 99.554
685.5,  9878,0.01865954,  9841,1.858965E-002, 0.00163, 99.625
686.9,  9042,0.01748723,  9011,1.742727E-002, 0.00149, 99.657
688.2,  8307,0.01647278,  8278,1.641527E-002, 0.00152, 99.651
689.6,  8071,0.01641641,  8048,1.636963E-002, 0.00124, 99.715
691.0,  8057,0.01683913,  8053,1.683077E-002, 0.00022, 99.950
692.3,  8042,0.01724205,  8043,1.724419E-002,-0.00005,100.012
693.7,  7953,0.01750455,  7959,1.751776E-002,-0.00033,100.075
695.0,  7834,0.01770484,  7847,1.773422E-002,-0.00072,100.166
696.4,  7777,0.01803486,  7799,1.808588E-002,-0.00123,100.283
697.8,  7689,0.01827675,  7710,1.832667E-002,-0.00118,100.273
699.1,  7510,0.01827183,  7530,1.832049E-002,-0.00116,100.266
700.5,  7296,0.01815245,  7311,1.818977E-002,-0.00089,100.206
701.8,  7103,0.01808424,  7122,1.813261E-002,-0.00116,100.267
703.2,  6956,0.01811342,  6996,1.821758E-002,-0.00249,100.575
704.5,  6855,0.01825487,  6897,1.836671E-002,-0.00265,100.613
705.9,  6747,0.01835184,  6776,1.843072E-002,-0.00186,100.430
707.2,  6643,0.01830811,  6673,1.839079E-002,-0.00196,100.452
708.5,  6616,0.01824031,  6644,1.831751E-002,-0.00183,100.423
709.9,  6676,0.01817875,  6715,1.828495E-002,-0.00253,100.584
711.2,  6813,0.01814983,  6841,1.822442E-002,-0.00178,100.411
712.6,  6973,0.01809494,  7010,1.819095E-002,-0.00230,100.531
713.9,  7136,0.01803267,  7175,1.813123E-002,-0.00237,100.547
715.3,  7247,0.01790009,  7284,1.799148E-002,-0.00221,100.511
716.6,  7141,0.0172955,  7180,1.738996E-002,-0.00237,100.546
717.9,  6871,0.01639421,  6902,1.646817E-002,-0.00196,100.451
719.3,  6638,0.01562585,  6670,1.570118E-002,-0.00209,100.482
720.6,  6735,0.01566561,  6762,1.572841E-002,-0.00174,100.401
721.9,  7018,0.0161414,  7050,1.621500E-002,-0.00198,100.456
723.3,  7163,0.01630299,  7204,1.639630E-002,-0.00248,100.572
724.6,  7137,0.0160868,  7160,1.613864E-002,-0.00140,100.322
725.9,  7156,0.0159865,  7193,1.606916E-002,-0.00224,100.517
727.3,  7260,0.01609542,  7285,1.615085E-002,-0.00149,100.344
728.6,  7300,0.0160965,  7328,1.615824E-002,-0.00166,100.384
729.9,  7352,0.01614499,  7379,1.620428E-002,-0.00159,100.367
731.2,  7467,0.01636766,  7494,1.642685E-002,-0.00157,100.362
732.6,  7659,0.01680385,  7685,1.686089E-002,-0.00147,100.339
733.9,  7850,0.0173014,  7878,1.736311E-002,-0.00155,100.357
735.2,  7931,0.01759096,  7955,1.764419E-002,-0.00131,100.303
736.5,  7933,0.01774612,  7954,1.779310E-002,-0.00115,100.265
737.9,  7893,0.0178145,  7918,1.787093E-002,-0.00137,100.317
739.2,  7850,0.017898,  7868,1.793904E-002,-0.00099,100.229
740.5,  7762,0.01789141,  7785,1.794443E-002,-0.00128,100.296
741.8,  7716,0.017986,  7736,1.803262E-002,-0.00112,100.259
743.1,  7676,0.01811536,  7694,1.815784E-002,-0.00102,100.234
744.4,  7623,0.01827995,  7643,1.832791E-002,-0.00114,100.262
745.7,  7528,0.0183909,  7553,1.845198E-002,-0.00144,100.332
747.0,  7426,0.01852787,  7428,1.853286E-002,-0.00012,100.027
748.4,  7252,0.01855062,  7261,1.857364E-002,-0.00054,100.124
749.6,  7049,0.01854592,  7055,1.856171E-002,-0.00037,100.085
751.0,  6813,0.0184973,  6815,1.850273E-002,-0.00013,100.029
752.3,  6581,0.01848603,  6588,1.850569E-002,-0.00046,100.106
753.6,  6369,0.01850831,  6373,1.851994E-002,-0.00027,100.063
754.9,  6159,0.01845236,  6161,1.845836E-002,-0.00014,100.032
756.2,  5977,0.01836134,  5983,1.837978E-002,-0.00044,100.100
757.5,  5808,0.01818485,  5808,1.818485E-002, 0.00000,100.000
758.8,  5231,0.01659273,  5224,1.657053E-002, 0.00058, 99.866
760.1,  3949,0.01267234,  3944,1.265630E-002, 0.00055, 99.873
761.4,  2921,0.009466961,  2912,9.437792E-003, 0.00134, 99.692
762.6,  2561,0.008394958,  2552,8.365456E-003, 0.00153, 99.649
763.9,  2703,0.008979366,  2688,8.929536E-003, 0.00242, 99.445
765.2,  2958,0.009977334,  2941,9.919993E-003, 0.00250, 99.425
766.5,  3533,0.01211112,  3523,1.207684E-002, 0.00123, 99.717
767.8,  4098,0.01428563,  4074,1.420196E-002, 0.00255, 99.414
769.1,  4478,0.01590138,  4447,1.579130E-002, 0.00302, 99.308
770.4,  4659,0.01688422,  4639,1.681174E-002, 0.00187, 99.571
771.7,  4679,0.0174012,  4664,1.734542E-002, 0.00139, 99.679
772.9,  4631,0.01784787,  4595,1.770913E-002, 0.00339, 99.223
774.2,  4462,0.01818265,  4428,1.804410E-002, 0.00332, 99.238
775.5,  4174,0.01844908,  4137,1.828554E-002, 0.00387, 99.114
776.8,  3807,0.01817462,  3763,1.796456E-002, 0.00505, 98.844
778.1,  3557,0.0173297,  3522,1.715918E-002, 0.00429, 99.016
779.3,  3592,0.01696502,  3547,1.675248E-002, 0.00548, 98.747
780.6,  3814,0.01705239,  3765,1.683332E-002, 0.00562, 98.715
781.9,  4040,0.01707708,  3989,1.686150E-002, 0.00552, 98.738
783.1,  4235,0.01707976,  4183,1.687004E-002, 0.00537, 98.772
784.4,  4397,0.01711752,  4342,1.690341E-002, 0.00547, 98.749
785.7,  4502,0.01718413,  4438,1.693985E-002, 0.00622, 98.578
787.0,  4551,0.01717092,  4496,1.696341E-002, 0.00528, 98.791
788.2,  4558,0.01707883,  4483,1.679780E-002, 0.00721, 98.355
789.5,  4538,0.01690405,  4475,1.666938E-002, 0.00607, 98.612
790.8,  4520,0.01675564,  4463,1.654434E-002, 0.00551, 98.739
792.0,  4515,0.01666487,  4445,1.640650E-002, 0.00679, 98.450
793.3,  4500,0.0165465,  4426,1.627440E-002, 0.00720, 98.356
794.5,  4492,0.0164497,  4423,1.619703E-002, 0.00672, 98.464
795.8,  4503,0.01645396,  4429,1.618357E-002, 0.00720, 98.357
797.0,  4533,0.01653185,  4466,1.628750E-002, 0.00647, 98.522
798.3,  4556,0.01660662,  4478,1.632231E-002, 0.00750, 98.288
799.5,  4554,0.01661299,  4467,1.629562E-002, 0.00838, 98.090
800.8,  4522,0.01655504,  4444,1.626948E-002, 0.00756, 98.275
802.0,  4471,0.01647116,  4395,1.619118E-002, 0.00745, 98.300
803.3,  4438,0.01650936,  4353,1.619316E-002, 0.00840, 98.085
804.5,  4378,0.01645252,  4291,1.612558E-002, 0.00872, 98.013
805.8,  4344,0.01648982,  4256,1.615578E-002, 0.00889, 97.974
807.0,  4318,0.01648612,  4238,1.618068E-002, 0.00812, 98.147
808.3,  4285,0.01638156,  4204,1.607189E-002, 0.00829, 98.110
809.5,  4248,0.01620187,  4169,1.590057E-002, 0.00815, 98.140
810.8,  4223,0.01606852,  4137,1.574129E-002, 0.00894, 97.964
812.0,  4175,0.01586918,  4089,1.554229E-002, 0.00904, 97.940
813.2,  4075,0.01549315,  4004,1.522321E-002, 0.00763, 98.258
814.5,  3929,0.01498914,  3849,1.468394E-002, 0.00893, 97.964
815.7,  3737,0.01434261,  3660,1.404708E-002, 0.00904, 97.940
816.9,  3611,0.01399263,  3534,1.369425E-002, 0.00936, 97.868
818.2,  3531,0.01384505,  3463,1.357842E-002, 0.00845, 98.074
819.4,  3523,0.01399336,  3449,1.369943E-002, 0.00922, 97.900
820.6,  3579,0.01443769,  3511,1.416337E-002, 0.00833, 98.100
821.8,  3541,0.01450394,  3471,1.421722E-002, 0.00867, 98.023
823.1,  3397,0.0141553,  3334,1.389278E-002, 0.00813, 98.145
824.3,  3338,0.01416647,  3262,1.384393E-002, 0.01000, 97.723
825.5,  3404,0.0147257,  3333,1.441856E-002, 0.00915, 97.914
826.7,  3433,0.01514983,  3370,1.487181E-002, 0.00804, 98.165
828.0,  3324,0.01497794,  3252,1.465351E-002, 0.00951, 97.834
829.2,  3207,0.01476503,  3141,1.446116E-002, 0.00903, 97.942
830.4,  3141,0.01479411,  3070,1.445970E-002, 0.00993, 97.740
831.6,  3081,0.01484118,  3017,1.453289E-002, 0.00912, 97.923
832.8,  3015,0.014873,  2954,1.457208E-002, 0.00888, 97.977
834.0,  2956,0.0149544,  2895,1.464581E-002, 0.00906, 97.936
835.2,  2928,0.01521389,  2864,1.488134E-002, 0.00960, 97.814
836.4,  2901,0.01550875,  2837,1.516660E-002, 0.00969, 97.794
837.6,  2842,0.01566795,  2782,1.533717E-002, 0.00927, 97.889
838.8,  2760,0.01571544,  2710,1.543074E-002, 0.00794, 98.188
840.0,  2686,0.01575876,  2630,1.543021E-002, 0.00915, 97.915
841.2,  2619,0.01576114,  2567,1.544821E-002, 0.00871, 98.015
842.4,  2552,0.01566162,  2505,1.537319E-002, 0.00807, 98.158
843.6,  2502,0.01555994,  2451,1.524277E-002, 0.00894, 97.962
844.8,  2471,0.01551294,  2417,1.517393E-002, 0.00960, 97.815
846.0,  2455,0.01552297,  2405,1.520682E-002, 0.00894, 97.963
847.2,  2443,0.01557168,  2388,1.522111E-002, 0.00989, 97.749
848.4,  2404,0.01545051,  2353,1.512273E-002, 0.00931, 97.879
849.6,  2331,0.0151142,  2284,1.480946E-002, 0.00885, 97.984
850.8,  2271,0.01487278,  2231,1.461082E-002, 0.00772, 98.239
852.0,  2245,0.01484843,  2206,1.459048E-002, 0.00761, 98.263
853.1,  2196,0.0146605,  2153,1.437343E-002, 0.00859, 98.042
854.3,  2077,0.01398029,  2036,1.370432E-002, 0.00866, 98.026
855.5,  2044,0.01388285,  1993,1.353646E-002, 0.01097, 97.505
856.7,  2115,0.01448564,  2065,1.414319E-002, 0.01039, 97.636
857.9,  2175,0.01501185,  2133,1.472197E-002, 0.00847, 98.069
859.0,  2170,0.0150815,  2122,1.474790E-002, 0.00971, 97.788
860.2,  2138,0.01495531,  2094,1.464753E-002, 0.00903, 97.942
861.4,  2122,0.01493676,  2076,1.461296E-002, 0.00952, 97.832
862.6,  2116,0.0149707,  2065,1.460988E-002, 0.01060, 97.590
863.7,  2098,0.01492937,  2052,1.460203E-002, 0.00963, 97.807
864.9,  2055,0.01469736,  2000,1.430400E-002, 0.01178, 97.324
866.1,  1940,0.0139486,  1891,1.359629E-002, 0.01111, 97.474
867.2,  1898,0.01371874,  1853,1.339348E-002, 0.01042, 97.629
868.4,  1921,0.01397912,  1870,1.360799E-002, 0.01169, 97.345
869.5,  1972,0.01445279,  1912,1.401305E-002, 0.01342, 96.957
870.7,  1969,0.01454894,  1922,1.420166E-002, 0.01049, 97.613
871.9,  1954,0.01458075,  1907,1.423003E-002, 0.01057, 97.595
873.0,  1930,0.01455027,  1884,1.420348E-002, 0.01048, 97.617
