Data:,Column 2,Column 3,Column 4,Column 5,Column 6,Column 7
Wvl,Raw Counts (Ref.),Rad. (Ref.),Raw Counts (Target),Rad. (Target),-log Reflect.,Reflect. %
1899.7,    10,1.428500E-004,     6,8.571000E-005, 0.22185, 60.000
1902.0,     7,1.533417E-005,     5,6.617917E-005,-0.62472,421.429
1902.5,    -1,-1.238667E-005,     5,6.193333E-005,-0.69897,500.000
1905.2,    -4,-4.389333E-005,     1,1.097333E-005, 0.00000,100.000
1905.5,     6,-4.779762E-005,     3,2.270833E-005,-0.33817,217.857
1908.0,    -8,-8.033333E-005,    12,1.205000E-004,-1.07918,1200.000
1908.9,     4,-5.451190E-005,     2,1.032704E-004,-1.01673,1039.286
1910.8,     0,0.000000E+000,     7,6.689667E-005,-0.84510,700.000
1912.3,     2,3.982143E-005,     2,3.105917E-005,-0.52074,331.696
1913.6,     8,7.433333E-005,     0,0.000000E+000, 0.90309, 12.500
1915.7,     5,8.689583E-005,     2,-2.049375E-005, 0.97367, 10.625
1916.4,    10,9.108333E-005,    -3,-2.732500E-005, 1.00000, 10.000
1919.2,    10,8.941667E-005,    -1,-8.941667E-006, 1.00000, 10.000
1922.0,     9,7.866000E-005,     5,4.370000E-005, 0.25527, 55.556
1924.8,     9,7.773000E-005,     7,6.045667E-005, 0.10914, 77.778
1927.6,     9,7.641000E-005,     3,2.547000E-005, 0.47712, 33.333
1930.3,     8,6.662667E-005,     7,5.829833E-005, 0.05799, 87.500
1933.1,    11,9.069500E-005,    11,9.069500E-005, 0.00000,100.000
1935.9,    24,1.966000E-004,    -2,-1.638333E-005, 1.38021,  4.167
1938.7,    29,2.346100E-004,     5,4.045000E-005, 0.76343, 17.241
1941.4,    28,2.218533E-004,    12,9.508000E-005, 0.36798, 42.857
1944.2,    35,2.747500E-004,     6,4.710000E-005, 0.76592, 17.143
1947.0,    37,2.898333E-004,     1,7.833333E-006, 1.56820,  2.703
1949.7,    33,2.581150E-004,     0,0.000000E+000, 1.51851,  3.030
1952.5,    34,2.659933E-004,    12,9.388000E-005, 0.45230, 35.294
1955.2,    39,3.062150E-004,    21,1.648850E-004, 0.26885, 53.846
1958.0,    47,3.698900E-004,    21,1.652700E-004, 0.34988, 44.681
1960.7,    43,3.384817E-004,    14,1.102033E-004, 0.48734, 32.558
1963.5,    41,3.214400E-004,    11,8.624000E-005, 0.57139, 26.829
1966.2,    57,4.442200E-004,    10,7.793333E-005, 0.75587, 17.544
1969.0,    70,5.451833E-004,     9,7.009500E-005, 0.89086, 12.857
1971.7,    85,6.586083E-004,     6,4.649000E-005, 1.15127,  7.059
1974.5,   100,7.658333E-004,    19,1.455083E-004, 0.72125, 19.000
1977.2,   101,7.665900E-004,    35,2.656500E-004, 0.46025, 34.653
1979.9,   118,8.964067E-004,    34,2.582867E-004, 0.54040, 28.814
1982.6,   141,1.070895E-003,    32,2.430400E-004, 0.64407, 22.695
1985.4,   146,1.100840E-003,    26,1.960400E-004, 0.74938, 17.808
1988.1,   155,1.165083E-003,    33,2.480500E-004, 0.67182, 21.290
1990.8,   159,1.189585E-003,    38,2.843033E-004, 0.62161, 23.899
1993.5,   153,1.137045E-003,    33,2.452450E-004, 0.66618, 21.569
1996.3,   154,1.132157E-003,    34,2.499567E-004, 0.65604, 22.078
1999.0,   147,1.075305E-003,    30,2.194500E-004, 0.69020, 20.408
2001.7,   127,9.281583E-004,    29,2.119417E-004, 0.64141, 22.835
2004.4,    96,7.049600E-004,    18,1.321800E-004, 0.72700, 18.750
2007.1,    62,4.565267E-004,    10,7.363333E-005, 0.79239, 16.129
2009.8,    49,3.595783E-004,    12,8.806000E-005, 0.61101, 24.490
2012.5,    45,3.288000E-004,    16,1.169067E-004, 0.44909, 35.556
2015.2,    54,3.909600E-004,    25,1.810000E-004, 0.33445, 46.296
2017.9,    63,4.561200E-004,    15,1.086000E-004, 0.62325, 23.810
2020.6,    63,4.570650E-004,    13,9.431500E-005, 0.68540, 20.635
2023.3,    68,4.920933E-004,    18,1.302600E-004, 0.57724, 26.471
2026.0,    81,5.868450E-004,    20,1.449000E-004, 0.60746, 24.691
2028.7,   107,7.828833E-004,    21,1.536500E-004, 0.70716, 19.626
2031.4,   128,9.401600E-004,    32,2.350400E-004, 0.60206, 25.000
2034.0,   150,1.101500E-003,    42,3.084200E-004, 0.55284, 28.000
2036.7,   156,1.153620E-003,    40,2.958000E-004, 0.59106, 25.641
2039.4,   154,1.133183E-003,    44,3.237667E-004, 0.54407, 28.571
2042.1,   164,1.186540E-003,    45,3.255750E-004, 0.56163, 27.439
2044.8,   168,1.208200E-003,    49,3.523917E-004, 0.53511, 29.167
2047.4,   158,1.139970E-003,    53,3.823950E-004, 0.47438, 33.544
2050.1,   143,1.045330E-003,    28,2.046800E-004, 0.70818, 19.580
2052.8,   136,9.959733E-004,    27,1.977300E-004, 0.70218, 19.853
2055.4,   136,9.844133E-004,    37,2.678183E-004, 0.56534, 27.206
2058.1,   118,8.600233E-004,    28,2.040733E-004, 0.62472, 23.729
2060.7,   115,8.370083E-004,    30,2.183500E-004, 0.58358, 26.087
2063.4,   126,9.111900E-004,    41,2.964983E-004, 0.48759, 32.540
2066.1,   119,8.603700E-004,    36,2.602800E-004, 0.51924, 30.252
2068.7,   121,8.750317E-004,    28,2.024867E-004, 0.63563, 23.140
2071.3,   117,8.546850E-004,    26,1.899300E-004, 0.65321, 22.222
2074.0,   114,8.358100E-004,    24,1.759600E-004, 0.67669, 21.053
2076.6,   122,8.956833E-004,    37,2.716417E-004, 0.51816, 30.328
2079.3,   128,9.431467E-004,    35,2.578917E-004, 0.56314, 27.344
2081.9,   131,9.680900E-004,    36,2.660400E-004, 0.56097, 27.481
2084.5,   137,1.014028E-003,    43,3.182717E-004, 0.50325, 31.387
2087.2,   142,1.050327E-003,    44,3.254533E-004, 0.50884, 30.986
2089.8,   146,1.097677E-003,    40,3.007333E-004, 0.56229, 27.397
2092.4,   138,1.057540E-003,    27,2.069100E-004, 0.70852, 19.565
2095.1,   132,1.004520E-003,    33,2.511300E-004, 0.60206, 25.000
2097.7,   143,1.085132E-003,    48,3.642400E-004, 0.47409, 33.566
2100.3,   137,1.050790E-003,    40,3.068000E-004, 0.53466, 29.197
2102.9,   143,1.104913E-003,    37,2.858867E-004, 0.58713, 25.874
2105.5,   154,1.194013E-003,    47,3.644067E-004, 0.51542, 30.519
2108.2,   142,1.109493E-003,    47,3.672267E-004, 0.48019, 33.099
2110.8,   139,1.096710E-003,    36,2.840400E-004, 0.58671, 25.899
2113.4,   140,1.117433E-003,    31,2.474317E-004, 0.65477, 22.143
2116.0,   131,1.073982E-003,    39,3.197350E-004, 0.52621, 29.771
2118.6,   137,1.138470E-003,    44,3.656400E-004, 0.49327, 32.117
2121.2,   139,1.145128E-003,    44,3.624867E-004, 0.49956, 31.655
2123.8,   131,1.085772E-003,    35,2.900917E-004, 0.57320, 26.718
2126.4,   133,1.122963E-003,    26,2.195267E-004, 0.70888, 19.549
2129.0,   125,1.078750E-003,    30,2.589000E-004, 0.61979, 24.000
2131.6,   123,1.076660E-003,    23,2.013267E-004, 0.72818, 18.699
2134.1,   124,1.083967E-003,    25,2.185417E-004, 0.69548, 20.161
2136.7,   120,1.050600E-003,    28,2.451400E-004, 0.63202, 23.333
2139.3,   120,1.054800E-003,    17,1.494300E-004, 0.84873, 14.167
2141.9,   119,1.045018E-003,    17,1.492883E-004, 0.84510, 14.286
2144.5,   121,1.055927E-003,    25,2.181667E-004, 0.68485, 20.661
2147.0,   127,1.107017E-003,    33,2.876500E-004, 0.58529, 25.984
2149.6,   130,1.144000E-003,    34,2.992000E-004, 0.58246, 26.154
2152.2,   121,1.085773E-003,    38,3.409867E-004, 0.50300, 31.405
2154.8,   121,1.097873E-003,    40,3.629333E-004, 0.48073, 33.058
2157.3,   123,1.118480E-003,    35,3.182667E-004, 0.54584, 28.455
2159.9,   113,1.029430E-003,    35,3.188500E-004, 0.50901, 30.973
2162.4,   120,1.098800E-003,    35,3.204833E-004, 0.53511, 29.167
2165.0,   123,1.129345E-003,    39,3.580850E-004, 0.49884, 31.707
2167.6,   103,9.505183E-004,    45,4.152750E-004, 0.35962, 43.689
2170.1,    96,8.942400E-004,    32,2.980800E-004, 0.47712, 33.333
2172.7,   111,1.043400E-003,    24,2.256000E-004, 0.66511, 21.622
2175.2,   114,1.071980E-003,    28,2.632933E-004, 0.60975, 24.561
2177.7,   102,9.639000E-004,    28,2.646000E-004, 0.56144, 27.451
2180.3,   103,9.803883E-004,    25,2.379583E-004, 0.61490, 24.272
2182.8,   103,9.853667E-004,    22,2.104667E-004, 0.67041, 21.359
2185.4,   100,9.616667E-004,    26,2.500333E-004, 0.58503, 26.000
2187.9,   101,9.837400E-004,    29,2.824600E-004, 0.54192, 28.713
2190.4,   101,9.992267E-004,    18,1.780800E-004, 0.74905, 17.822
2193.0,   119,1.190000E-003,    20,2.000000E-004, 0.77452, 16.807
2195.5,   124,1.249713E-003,    26,2.620367E-004, 0.67845, 20.968
2198.0,    99,9.966000E-004,    24,2.416000E-004, 0.61542, 24.242
2200.5,    91,9.194033E-004,    22,2.222733E-004, 0.61662, 24.176
2203.1,    89,9.054267E-004,    12,1.220800E-004, 0.87021, 13.483
2205.6,    82,8.570367E-004,    18,1.881300E-004, 0.65854, 21.951
2208.1,    81,8.617050E-004,    14,1.489367E-004, 0.76236, 17.284
2210.6,    94,9.918567E-004,    10,1.055167E-004, 0.97313, 10.638
2213.1,    95,9.957583E-004,    19,1.991517E-004, 0.69897, 20.000
2215.6,    91,9.548933E-004,    17,1.783867E-004, 0.72859, 18.681
2218.1,    95,1.000033E-003,    22,2.315867E-004, 0.63530, 23.158
2220.6,    96,1.016160E-003,    29,3.069650E-004, 0.51987, 30.208
2223.1,    96,1.025280E-003,    24,2.563200E-004, 0.60206, 25.000
2225.6,    90,9.828000E-004,    30,3.276000E-004, 0.47712, 33.333
2228.1,    88,9.650667E-004,    36,3.948000E-004, 0.38818, 40.909
2230.6,    89,9.649083E-004,    24,2.602000E-004, 0.56918, 26.966
2233.1,    88,9.682933E-004,     5,5.501667E-005, 1.24551,  5.682
2235.6,    80,8.956000E-004,     1,1.119500E-005, 1.90309,  1.250
2238.1,    84,9.497600E-004,    19,2.148267E-004, 0.64553, 22.619
2240.5,    92,1.045427E-003,    23,2.613567E-004, 0.60206, 25.000
2243.0,    76,8.689333E-004,    23,2.629667E-004, 0.51909, 30.263
2245.5,    62,7.174433E-004,    20,2.314333E-004, 0.49136, 32.258
2248.0,    68,7.957133E-004,    19,2.223317E-004, 0.55376, 27.941
2250.4,    74,8.735700E-004,    27,3.187350E-004, 0.43787, 36.486
2252.9,    77,9.005150E-004,    26,3.040700E-004, 0.47152, 33.766
2255.4,    69,8.058050E-004,    23,2.686017E-004, 0.47712, 33.333
2257.8,    58,6.912633E-004,    16,1.906933E-004, 0.55931, 27.586
2260.3,    64,7.703467E-004,    13,1.564767E-004, 0.69224, 20.313
2262.8,    66,8.055300E-004,    12,1.464600E-004, 0.74036, 18.182
2265.2,    60,7.511000E-004,    11,1.377017E-004, 0.73676, 18.333
2267.7,    54,6.873300E-004,    23,2.927517E-004, 0.37067, 42.593
2270.1,    56,7.188533E-004,    26,3.337533E-004, 0.33321, 46.429
2272.6,    63,8.169000E-004,    11,1.426333E-004, 0.75795, 17.460
2275.0,    62,8.207767E-004,    20,2.647667E-004, 0.49136, 32.258
2277.5,    48,6.496000E-004,    26,3.518667E-004, 0.26627, 54.167
2279.9,    51,6.994650E-004,    20,2.743000E-004, 0.40654, 39.216
2282.3,    58,8.182833E-004,    23,3.244917E-004, 0.40170, 39.655
2284.8,    58,8.407100E-004,    15,2.174250E-004, 0.58734, 25.862
2287.2,    56,8.270267E-004,    13,1.919883E-004, 0.63424, 23.214
2289.7,    58,8.746400E-004,    15,2.262000E-004, 0.58734, 25.862
2292.1,    66,1.008480E-003,    22,3.361600E-004, 0.47712, 33.333
2294.5,    60,9.348000E-004,    17,2.648600E-004, 0.54770, 28.333
2296.9,    49,7.804067E-004,    13,2.070467E-004, 0.57625, 26.531
2299.3,    41,6.648833E-004,    17,2.756833E-004, 0.38233, 41.463
2301.8,    41,6.786183E-004,    13,2.151717E-004, 0.49884, 31.707
2304.2,    46,7.814633E-004,    13,2.208483E-004, 0.54881, 28.261
2306.6,    51,8.784750E-004,    16,2.756000E-004, 0.50345, 31.373
2309.0,    44,7.702933E-004,    16,2.801067E-004, 0.43933, 36.364
2311.4,    41,7.408017E-004,    12,2.168200E-004, 0.53360, 29.268
2313.8,    40,7.428000E-004,     5,9.285000E-005, 0.90309, 12.500
2316.2,    45,8.499000E-004,     0,0.000000E+000, 1.65321,  2.222
2318.6,    50,9.652500E-004,     4,7.722000E-005, 1.09691,  8.000
2321.0,    46,9.050500E-004,    -4,-7.870000E-005, 1.66276,  2.174
2323.4,    44,8.665067E-004,   -15,-2.954000E-004, 1.64345,  2.273
2325.8,    35,6.983083E-004,    -3,-5.985500E-005, 1.54407,  2.857
2328.2,    27,5.479200E-004,    14,2.841067E-004, 0.28524, 51.852
2330.6,    32,6.607467E-004,    22,4.542633E-004, 0.16273, 68.750
2333.0,    42,8.954400E-004,     8,1.705600E-004, 0.72016, 19.048
2335.4,    34,7.371200E-004,    16,3.468800E-004, 0.32736, 47.059
2337.7,    29,6.426883E-004,    21,4.653950E-004, 0.14018, 72.414
2340.1,    36,8.134800E-004,    13,2.937567E-004, 0.44236, 36.111
2342.5,    28,6.358333E-004,    13,2.952083E-004, 0.33321, 46.429
2344.9,    21,4.814250E-004,     9,2.063250E-004, 0.36798, 42.857
2347.2,    26,6.016833E-004,     3,6.942500E-005, 0.93785, 11.538
2349.6,    35,8.212750E-004,     5,1.173250E-004, 0.84510, 14.286
2352.0,    33,7.918350E-004,    13,3.119350E-004, 0.40457, 39.394
2354.3,    18,4.447200E-004,     9,2.223600E-004, 0.30103, 50.000
2356.7,    25,6.294167E-004,     3,7.553000E-005, 0.92082, 12.000
2359.1,    34,8.648467E-004,     6,1.526200E-004, 0.75333, 17.647
2361.4,    31,8.060517E-004,    10,2.600167E-004, 0.49136, 32.258
2363.8,    29,7.754117E-004,    16,4.278133E-004, 0.25828, 55.172
2366.1,    28,7.675267E-004,    23,6.304683E-004, 0.08543, 82.143
2368.5,    35,9.678667E-004,    14,3.871467E-004, 0.39794, 40.000
2370.8,    30,8.374500E-004,    14,3.908100E-004, 0.33099, 46.667
2373.2,    19,5.488467E-004,    12,3.466400E-004, 0.19957, 63.158
2375.5,    25,7.527500E-004,     2,6.022000E-005, 1.09691,  8.000
2377.8,    39,1.199835E-003,    -3,-9.229500E-005, 1.59106,  2.564
2380.2,    30,9.305000E-004,    -5,-1.550833E-004, 1.47712,  3.333
2382.5,    20,6.398667E-004,     3,9.598000E-005, 0.82391, 15.000
2384.8,    24,7.880800E-004,    13,4.268767E-004, 0.26627, 54.167
2387.2,    26,8.647600E-004,     8,2.660800E-004, 0.51188, 30.769
2389.5,    23,7.917367E-004,    -7,-2.409633E-004, 1.36173,  4.348
2391.8,    23,8.211383E-004,     5,1.785083E-004, 0.66276, 21.739
2394.1,    26,9.472233E-004,    12,4.371800E-004, 0.33579, 46.154
2396.4,    19,7.045200E-004,     8,2.966400E-004, 0.37566, 42.105
2398.8,    21,8.152200E-004,    27,1.048140E-003,-0.10914,128.571
2401.1,    21,8.519000E-004,    22,8.924667E-004,-0.02020,104.762
2403.4,     7,2.872333E-004,     9,3.693000E-004,-0.10914,128.571
2405.7,    14,5.819567E-004,    11,4.572517E-004, 0.10474, 78.571
2408.0,    24,1.038160E-003,     7,3.027967E-004, 0.53511, 29.167
2410.3,    13,5.861917E-004,     0,0.000000E+000, 1.11394,  7.692
2412.6,     6,2.769600E-004,     7,3.231200E-004,-0.06695,116.667
2414.9,    25,1.172875E-003,     9,4.222350E-004, 0.44370, 36.000
2417.2,    25,1.203833E-003,     1,4.815333E-005, 1.39794,  4.000
2419.5,    21,1.070090E-003,     4,2.038267E-004, 0.72016, 19.048
2421.8,    28,1.491140E-003,     0,0.000000E+000, 1.44716,  3.571
2424.0,    25,1.347167E-003,    -7,-3.772067E-004, 1.39794,  4.000
2426.3,    22,1.210623E-003,    -2,-1.100567E-004, 1.34242,  4.545
2428.6,    13,7.504467E-004,     6,3.463600E-004, 0.33579, 46.154
2430.9,    10,5.962667E-004,     0,0.000000E+000, 1.00000, 10.000
2433.2,    16,9.648533E-004,    -3,-1.809100E-004, 1.20412,  6.250
2435.4,    18,1.109190E-003,     4,2.464867E-004, 0.65321, 22.222
2437.7,    12,7.737800E-004,     3,1.934450E-004, 0.60206, 25.000
2440.0,    14,9.362500E-004,     5,3.343750E-004, 0.44716, 35.714
2442.2,    11,7.552967E-004,     0,0.000000E+000, 1.04139,  9.091
2444.5,     9,6.455850E-004,    -1,-7.173167E-005, 0.95424, 11.111
2446.8,    10,7.325833E-004,     2,1.465167E-004, 0.69897, 20.000
2449.0,     7,5.306000E-004,     0,0.000000E+000, 0.84510, 14.286
2451.3,     3,2.410200E-004,     2,1.606800E-004, 0.17609, 66.667
2453.5,     0,0.000000E+000,     6,5.038700E-004,-0.77815,600.000
2455.8,    -1,-8.669500E-005,     2,1.733900E-004,-0.30103,200.000
2458.0,     0,0.000000E+000,     0,0.000000E+000, 0.00000,100.000
2460.3,     4,3.554400E-004,     8,7.108800E-004,-0.30103,200.000
2462.5,     1,9.369833E-005,    -1,-9.369833E-005, 0.00000,100.000
2464.8,    10,9.978000E-004,    -6,-5.986800E-004, 1.00000, 10.000
2467.0,    12,1.271860E-003,    16,1.695813E-003,-0.12494,133.333
2469.2,     9,9.762000E-004,     5,5.423333E-004, 0.25527, 55.556
2471.5,     7,7.986183E-004,    -1,-1.140883E-004, 0.84510, 14.286
2473.7,     1,1.234200E-004,     6,7.405200E-004,-0.77815,600.000
2475.9,     7,8.993717E-004,     2,2.569633E-004, 0.54407, 28.571
2478.2,     5,6.725500E-004,     5,6.725500E-004, 0.00000,100.000
2480.4,     0,0.000000E+000,     6,8.598300E-004,-0.77815,600.000
2482.6,     0,0.000000E+000,     3,4.754050E-004,-0.47712,300.000
2484.8,    -4,-6.966067E-004,     1,1.741517E-004, 0.00000,100.000
2487.0,     1,1.823483E-004,    -2,-3.646967E-004, 0.00000,100.000
2489.2,     4,7.708733E-004,    -2,-3.854367E-004, 0.60206, 25.000
2491.5,    -5,-1.052258E-003,    -1,-2.104517E-004, 0.00000,100.000
2493.7,     3,7.017700E-004,     3,7.017700E-004, 0.00000,100.000
2495.9,     7,1.716412E-003,     4,9.808067E-004, 0.24304, 57.143
2498.1,     1,2.866517E-004,    -5,-1.433258E-003, 0.00000,100.000
2500.3,     5,1.646592E-003,     0,0.000000E+000, 0.69897, 20.000
2502.5,     2,6.207400E-004,     2,6.207400E-004, 0.00000,100.000
2504.7,     0,0.000000E+000,     4,1.327367E-003,-0.60206,400.000
2506.9,     3,1.127675E-003,    14,5.262483E-003,-0.66901,466.667
2509.1,     6,2.313110E-003,     9,3.469665E-003,-0.17609,150.000
