Wvl,Raw Counts (Ref.),Rad. (Ref.),Raw Counts (Target),Rad. (Target),-log Reflect.,Reflect. %
445.5, 17645,0.03363137, 15253,2.907222E-002, 0.06327, 86.444
447.0, 19045,0.03403342, 16463,2.941938E-002, 0.06327, 86.443
448.5, 20444,0.03520457, 17661,3.041224E-002, 0.06355, 86.387
450.0, 21408,0.03654346, 18493,3.156755E-002, 0.06357, 86.384
451.5, 21626,0.03719672, 18661,3.209692E-002, 0.06404, 86.290
453.1, 21057,0.03695504, 18176,3.189888E-002, 0.06390, 86.318
454.6, 20262,0.03645134, 17482,3.145012E-002, 0.06409, 86.280
456.1, 19812,0.03667201, 17090,3.163359E-002, 0.06419, 86.261
457.6, 19375,0.03669625, 16716,3.166010E-002, 0.06411, 86.276
459.1, 18881,0.03630816, 16286,3.131798E-002, 0.06421, 86.256
460.6, 18528,0.03607402, 15980,3.111306E-002, 0.06425, 86.248
462.1, 18060,0.03664374, 15564,3.157936E-002, 0.06460, 86.179
463.6, 16487,0.03689791, 14200,3.177960E-002, 0.06485, 86.128
465.1, 14568,0.0350069, 12543,3.014083E-002, 0.06500, 86.100
466.6, 14497,0.03225583, 12506,2.782585E-002, 0.06416, 86.266
468.2, 16687,0.03198898, 14395,2.759522E-002, 0.06417, 86.265
469.7, 19252,0.03245887, 16594,2.797748E-002, 0.06452, 86.194
471.2, 21119,0.0329034, 18199,2.835404E-002, 0.06463, 86.174
472.7, 22141,0.03318936, 19069,2.858443E-002, 0.06487, 86.125
474.2, 22754,0.03335736, 19591,2.872041E-002, 0.06500, 86.099
475.7, 22962,0.03324898, 19769,2.862551E-002, 0.06503, 86.094
477.2, 23011,0.03338896, 19806,2.873851E-002, 0.06514, 86.072
478.7, 22799,0.03369692, 19628,2.901018E-002, 0.06504, 86.091
480.2, 22257,0.03396418, 19142,2.921069E-002, 0.06548, 86.004
481.7, 21444,0.03398874, 18441,2.922899E-002, 0.06552, 85.996
483.2, 20486,0.03367898, 17615,2.895906E-002, 0.06557, 85.986
484.7, 19270,0.03266265, 16565,2.807768E-002, 0.06569, 85.963
486.2, 17928,0.0310513, 15402,2.667626E-002, 0.06595, 85.910
487.7, 17154,0.0300195, 14745,2.580375E-002, 0.06572, 85.957
489.2, 17341,0.03032941, 14898,2.605660E-002, 0.06595, 85.912
490.6, 17614,0.03034892, 15126,2.606210E-002, 0.06613, 85.875
492.1, 17834,0.02997895, 15316,2.574620E-002, 0.06610, 85.881
493.6, 18232,0.0295723, 15657,2.539565E-002, 0.06613, 85.876
495.1, 19025,0.02954583, 16328,2.535738E-002, 0.06639, 85.824
496.6, 19886,0.02949094, 17062,2.530295E-002, 0.06652, 85.799
498.1, 20584,0.0292087, 17652,2.504819E-002, 0.06674, 85.756
499.6, 21099,0.02894783, 18081,2.480713E-002, 0.06704, 85.696
501.1, 21282,0.02864557, 18243,2.455508E-002, 0.06692, 85.720
502.6, 21262,0.02855487, 18218,2.446677E-002, 0.06710, 85.683
504.1, 21191,0.02875619, 18156,2.463769E-002, 0.06713, 85.678
505.5, 21114,0.02905286, 18095,2.489872E-002, 0.06701, 85.701
507.0, 20960,0.02919728, 17954,2.500992E-002, 0.06723, 85.658
508.5, 20691,0.02917431, 17721,2.498661E-002, 0.06729, 85.646
510.0, 20317,0.02919553, 17394,2.499518E-002, 0.06746, 85.613
511.5, 19794,0.02921594, 16932,2.499163E-002, 0.06783, 85.541
513.0, 19000,0.028899, 16248,2.471321E-002, 0.06795, 85.516
514.4, 18120,0.02830344, 15499,2.420944E-002, 0.06785, 85.535
515.9, 17172,0.02745803, 14683,2.347812E-002, 0.06801, 85.505
517.4, 16266,0.02644852, 13895,2.259327E-002, 0.06842, 85.424
518.9, 15752,0.02588054, 13458,2.211149E-002, 0.06836, 85.437
520.4, 15839,0.02618187, 13537,2.237666E-002, 0.06821, 85.466
521.8, 15977,0.02644194, 13651,2.259241E-002, 0.06833, 85.442
523.3, 16041,0.02657994, 13707,2.271250E-002, 0.06829, 85.450
524.8, 16079,0.02675546, 13722,2.283341E-002, 0.06884, 85.341
526.2, 15744,0.02648141, 13431,2.259094E-002, 0.06901, 85.309
527.7, 15320,0.02622784, 13071,2.237755E-002, 0.06895, 85.320
529.2, 15279,0.02638683, 13033,2.250799E-002, 0.06905, 85.300
530.7, 15695,0.02658733, 13392,2.268605E-002, 0.06892, 85.327
532.1, 16274,0.02620114, 13884,2.235324E-002, 0.06898, 85.314
533.6, 17121,0.02593832, 14612,2.213718E-002, 0.06882, 85.345
535.1, 18168,0.02610742, 15498,2.227063E-002, 0.06903, 85.304
536.5, 18987,0.02618307, 16180,2.231222E-002, 0.06948, 85.216
538.0, 19443,0.02609251, 16556,2.221815E-002, 0.06981, 85.151
539.5, 19564,0.02584404, 16669,2.201975E-002, 0.06955, 85.202
540.9, 19482,0.02561883, 16605,2.183558E-002, 0.06939, 85.233
542.4, 19375,0.0256525, 16496,2.184070E-002, 0.06986, 85.141
543.9, 19268,0.02589619, 16408,2.205235E-002, 0.06978, 85.157
545.3, 18959,0.02604967, 16136,2.217086E-002, 0.07002, 85.110
546.8, 18443,0.02605996, 15695,2.217704E-002, 0.07007, 85.100
548.2, 17878,0.02599461, 15207,2.211098E-002, 0.07028, 85.060
549.7, 17342,0.02594363, 14751,2.206750E-002, 0.07028, 85.059
551.2, 16876,0.02593841, 14354,2.206210E-002, 0.07030, 85.056
552.6, 16406,0.02575742, 13952,2.190464E-002, 0.07037, 85.042
554.1, 16084,0.02568615, 13670,2.183099E-002, 0.07063, 84.991
555.5, 15794,0.02549152, 13424,2.166634E-002, 0.07061, 84.994
557.0, 15509,0.0251556, 13176,2.137147E-002, 0.07080, 84.957
558.5, 15212,0.02467386, 12928,2.096922E-002, 0.07065, 84.986
559.9, 15131,0.02437604, 12865,2.072552E-002, 0.07046, 85.024
561.4, 15251,0.02427959, 12956,2.062595E-002, 0.07083, 84.952
562.8, 15456,0.02425046, 13127,2.059626E-002, 0.07093, 84.931
564.3, 15656,0.02415721, 13291,2.050801E-002, 0.07112, 84.894
565.7, 15820,0.0239673, 13437,2.035706E-002, 0.07090, 84.937
567.2, 16041,0.02386901, 13619,2.026507E-002, 0.07109, 84.901
568.6, 16286,0.02379385, 13833,2.021001E-002, 0.07090, 84.938
570.1, 16410,0.02358117, 13934,2.002316E-002, 0.07103, 84.912
571.5, 16651,0.02351121, 14144,1.997133E-002, 0.07087, 84.944
573.0, 17001,0.02366539, 14442,2.010326E-002, 0.07085, 84.948
574.4, 17254,0.0237415, 14656,2.016666E-002, 0.07087, 84.943
575.8, 17288,0.02368456, 14686,2.011982E-002, 0.07084, 84.949
577.3, 17159,0.02362794, 14574,2.006840E-002, 0.07091, 84.935
578.7, 16968,0.02363642, 14408,2.007034E-002, 0.07103, 84.913
580.2, 16689,0.02378183, 14167,2.018798E-002, 0.07115, 84.888
581.6, 16382,0.02409792, 13901,2.044837E-002, 0.07132, 84.855
583.0, 15910,0.02431048, 13498,2.062494E-002, 0.07140, 84.840
584.5, 15309,0.02429538, 12980,2.059926E-002, 0.07167, 84.787
585.9, 14712,0.02408354, 12476,2.042321E-002, 0.07160, 84.802
587.4, 14198,0.02373906, 12038,2.012754E-002, 0.07167, 84.787
588.8, 13648,0.02309242, 11579,1.959167E-002, 0.07140, 84.840
590.2, 13270,0.02265189, 11262,1.922423E-002, 0.07126, 84.868
591.7, 13225,0.022747, 11223,1.930356E-002, 0.07129, 84.862
593.1, 13235,0.02287008, 11231,1.940717E-002, 0.07131, 84.858
594.5, 13121,0.02275181, 11133,1.930462E-002, 0.07135, 84.849
596.0, 13046,0.0226609, 11066,1.922164E-002, 0.07149, 84.823
597.4, 13024,0.02260966, 11049,1.918106E-002, 0.07142, 84.836
598.8, 13025,0.02252023, 11046,1.909853E-002, 0.07157, 84.806
600.3, 13030,0.02237251, 11050,1.897285E-002, 0.07158, 84.804
601.7, 13081,0.02221154, 11095,1.883931E-002, 0.07151, 84.818
603.1, 13254,0.02220045, 11236,1.882030E-002, 0.07174, 84.774
604.5, 13516,0.02223382, 11457,1.884677E-002, 0.07178, 84.766
606.0, 13778,0.02219636, 11675,1.880843E-002, 0.07193, 84.737
607.4, 13994,0.02205454, 11862,1.869451E-002, 0.07178, 84.765
608.8, 14235,0.0218792, 12066,1.854544E-002, 0.07179, 84.763
610.2, 14483,0.02171002, 12277,1.840322E-002, 0.07177, 84.768
611.7, 14760,0.02159388, 12513,1.830652E-002, 0.07172, 84.776
613.1, 15020,0.0214786, 12733,1.820819E-002, 0.07174, 84.774
614.5, 15261,0.02135014, 12926,1.808347E-002, 0.07212, 84.700
615.9, 15392,0.02117939, 13042,1.794579E-002, 0.07195, 84.732
617.3, 15558,0.02114332, 13187,1.792113E-002, 0.07181, 84.760
618.8, 15746,0.02130434, 13355,1.806932E-002, 0.07153, 84.815
620.2, 15883,0.02150558, 13453,1.821536E-002, 0.07211, 84.701
621.6, 15785,0.02151496, 13372,1.822604E-002, 0.07205, 84.713
623.0, 15540,0.02141412, 13166,1.814275E-002, 0.07200, 84.723
624.4, 15207,0.02121377, 12884,1.797318E-002, 0.07199, 84.724
625.8, 14929,0.02110961, 12643,1.787720E-002, 0.07218, 84.688
627.2, 14610,0.02096535, 12383,1.776961E-002, 0.07182, 84.757
628.6, 14272,0.02083712, 12101,1.766746E-002, 0.07166, 84.788
630.0, 13931,0.0207154, 11814,1.756742E-002, 0.07159, 84.804
631.5, 13621,0.02070392, 11549,1.755448E-002, 0.07166, 84.788
632.9, 13322,0.02075568, 11284,1.758047E-002, 0.07211, 84.702
634.3, 13033,0.02082673, 11046,1.765151E-002, 0.07184, 84.754
635.7, 12706,0.02086325, 10772,1.768762E-002, 0.07171, 84.779
637.1, 12408,0.0209447, 10502,1.772738E-002, 0.07243, 84.639
638.5, 12099,0.02097967, 10243,1.776136E-002, 0.07232, 84.660
639.9, 11723,0.02090211,  9921,1.768914E-002, 0.07248, 84.629
641.3, 11348,0.02074414,  9604,1.755611E-002, 0.07247, 84.632
642.7, 11042,0.02067062,  9345,1.749384E-002, 0.07247, 84.631
644.1, 10793,0.02063622,  9136,1.746803E-002, 0.07239, 84.647
645.5, 10506,0.02047619,  8895,1.733636E-002, 0.07229, 84.666
646.9, 10234,0.02025309,  8659,1.713616E-002, 0.07258, 84.610
648.3,  9990,0.01998,  8457,1.691400E-002, 0.07235, 84.655
649.6,  9842,0.01978242,  8337,1.675737E-002, 0.07207, 84.708
651.0,  9786,0.01966986,  8282,1.664682E-002, 0.07247, 84.631
652.4,  9846,0.019692,  8332,1.666400E-002, 0.07251, 84.623
653.8,  9882,0.0195466,  8360,1.653608E-002, 0.07264, 84.598
655.2,  9696,0.0189072,  8199,1.598805E-002, 0.07283, 84.561
656.6,  9532,0.01827284,  8062,1.545485E-002, 0.07274, 84.578
658.0,  9716,0.0182758,  8206,1.543549E-002, 0.07336, 84.459
659.4, 10216,0.0188383,  8633,1.591925E-002, 0.07312, 84.505
660.8, 10570,0.01912113,  8931,1.615618E-002, 0.07317, 84.494
662.1, 10836,0.01922306,  9159,1.624807E-002, 0.07302, 84.524
663.5, 11054,0.01926712,  9336,1.627265E-002, 0.07336, 84.458
664.9, 11257,0.01931701,  9502,1.630543E-002, 0.07361, 84.410
666.3, 11444,0.01939758,  9656,1.636692E-002, 0.07378, 84.376
667.7, 11572,0.01945253,  9758,1.640320E-002, 0.07405, 84.324
669.1, 11643,0.01950203,  9819,1.644683E-002, 0.07400, 84.334
670.4, 11647,0.01948543,  9821,1.643053E-002, 0.07406, 84.322
671.8, 11595,0.01943322,  9767,1.636949E-002, 0.07451, 84.235
673.2, 11543,0.01942687,  9725,1.636718E-002, 0.07443, 84.250
674.6, 11498,0.01945462,  9680,1.637856E-002, 0.07475, 84.189
675.9, 11424,0.01945507,  9611,1.636753E-002, 0.07505, 84.130
677.3, 11361,0.01948412,  9555,1.638683E-002, 0.07519, 84.104
678.7, 11262,0.01950578,  9474,1.640897E-002, 0.07508, 84.124
680.0, 11138,0.01952491,  9362,1.641159E-002, 0.07544, 84.055
681.4, 10999,0.01956722,  9237,1.643262E-002, 0.07582, 83.980
682.8, 10804,0.01956604,  9066,1.641853E-002, 0.07617, 83.913
684.1, 10553,0.01950194,  8862,1.637698E-002, 0.07584, 83.976
685.5, 10105,0.01908835,  8477,1.601305E-002, 0.07629, 83.889
686.9,  9250,0.0178895,  7762,1.501171E-002, 0.07617, 83.914
688.2,  8491,0.01683765,  7130,1.413879E-002, 0.07587, 83.971
689.6,  8258,0.01679677,  6925,1.408545E-002, 0.07646, 83.858
691.0,  8247,0.01723623,  6917,1.445653E-002, 0.07638, 83.873
692.3,  8233,0.01765155,  6897,1.478717E-002, 0.07690, 83.773
693.7,  8144,0.01792494,  6819,1.500862E-002, 0.07712, 83.730
695.0,  8027,0.01814102,  6723,1.519398E-002, 0.07699, 83.755
696.4,  7962,0.01846388,  6659,1.544222E-002, 0.07761, 83.635
697.8,  7877,0.01872363,  6578,1.563591E-002, 0.07827, 83.509
699.1,  7701,0.01873653,  6431,1.564662E-002, 0.07827, 83.509
700.5,  7484,0.01862019,  6240,1.552512E-002, 0.07895, 83.378
701.8,  7273,0.01851706,  6063,1.543640E-002, 0.07903, 83.363
703.2,  7139,0.01858996,  5950,1.549380E-002, 0.07912, 83.345
704.5,  7044,0.01875817,  5861,1.560784E-002, 0.07985, 83.206
705.9,  6932,0.01885504,  5757,1.565904E-002, 0.08066, 83.050
707.2,  6835,0.01883726,  5669,1.562376E-002, 0.08123, 82.941
708.5,  6805,0.01876139,  5646,1.556602E-002, 0.08109, 82.968
709.9,  6880,0.01873424,  5700,1.552110E-002, 0.08171, 82.849
711.2,  7024,0.01871194,  5808,1.547251E-002, 0.08256, 82.688
712.6,  7190,0.01865805,  5940,1.541430E-002, 0.08294, 82.615
713.9,  7371,0.01862652,  6079,1.536163E-002, 0.08369, 82.472
715.3,  7490,0.0185003,  6177,1.525719E-002, 0.08370, 82.470
716.6,  7401,0.01792522,  6090,1.474998E-002, 0.08467, 82.286
717.9,  7126,0.01700264,  5870,1.400582E-002, 0.08421, 82.374
719.3,  6900,0.0162426,  5664,1.333306E-002, 0.08573, 82.087
720.6,  7002,0.01628665,  5737,1.334426E-002, 0.08654, 81.934
721.9,  7301,0.0167923,  5976,1.374480E-002, 0.08697, 81.852
723.3,  7475,0.0170131,  6098,1.387905E-002, 0.08842, 81.579
724.6,  7450,0.0167923,  6072,1.368629E-002, 0.08882, 81.503
725.9,  7485,0.01672149,  6102,1.363187E-002, 0.08872, 81.523
727.3,  7597,0.01684255,  6181,1.370328E-002, 0.08958, 81.361
728.6,  7653,0.01687487,  6223,1.372172E-002, 0.08983, 81.315
729.9,  7716,0.01694434,  6256,1.373818E-002, 0.09110, 81.078
731.2,  7836,0.01717651,  6345,1.390824E-002, 0.09166, 80.972
732.6,  8051,0.01766389,  6512,1.428733E-002, 0.09214, 80.884
733.9,  8254,0.01819182,  6670,1.470068E-002, 0.09254, 80.809
735.2,  8352,0.01852474,  6728,1.492270E-002, 0.09390, 80.556
736.5,  8363,0.01870803,  6728,1.505054E-002, 0.09448, 80.450
737.9,  8326,0.01879178,  6692,1.510384E-002, 0.09488, 80.375
739.2,  8285,0.0188898,  6654,1.517112E-002, 0.09521, 80.314
740.5,  8202,0.01890561,  6578,1.516229E-002, 0.09583, 80.200
741.8,  8152,0.01900231,  6536,1.523542E-002, 0.09595, 80.177
743.1,  8117,0.01915612,  6496,1.533056E-002, 0.09675, 80.030
744.4,  8073,0.01935905,  6453,1.547429E-002, 0.09727, 79.933
745.7,  7975,0.01948293,  6371,1.556435E-002, 0.09752, 79.887
747.0,  7858,0.01960571,  6270,1.564365E-002, 0.09804, 79.791
748.4,  7695,0.01968381,  6137,1.569845E-002, 0.09825, 79.753
749.6,  7475,0.01966673,  5956,1.567024E-002, 0.09866, 79.679
751.0,  7231,0.01963217,  5754,1.562211E-002, 0.09923, 79.574
752.3,  6987,0.01962648,  5558,1.561242E-002, 0.09937, 79.548
753.6,  6768,0.01966781,  5384,1.564590E-002, 0.09936, 79.551
754.9,  6552,0.01962979,  5196,1.556722E-002, 0.10070, 79.304
756.2,  6351,0.01951027,  5042,1.548902E-002, 0.10024, 79.389
757.5,  6174,0.01933079,  4908,1.536695E-002, 0.09966, 79.495
758.8,  5574,0.01768073,  4415,1.400438E-002, 0.10124, 79.207
760.1,  4213,0.01351952,  3342,1.072448E-002, 0.10059, 79.326
761.4,  3130,0.01014433,  2472,8.011752E-003, 0.10250, 78.978
762.6,  2740,0.00898172,  2173,7.123094E-003, 0.10069, 79.307
763.9,  2891,0.009603902,  2289,7.604058E-003, 0.10140, 79.177
765.2,  3165,0.01067555,  2507,8.456111E-003, 0.10122, 79.210
766.5,  3774,0.01293727,  2996,1.027029E-002, 0.10026, 79.385
767.8,  4369,0.01523033,  3469,1.209293E-002, 0.10018, 79.400
769.1,  4771,0.01694182,  3787,1.344764E-002, 0.10031, 79.375
770.4,  4955,0.01795692,  3935,1.426044E-002, 0.10010, 79.415
771.7,  4989,0.01855409,  3961,1.473096E-002, 0.10021, 79.395
772.9,  4915,0.01894241,  3899,1.502675E-002, 0.10057, 79.329
774.2,  4736,0.0192992,  3759,1.531793E-002, 0.10034, 79.371
775.5,  4435,0.0196027,  3522,1.556724E-002, 0.10010, 79.414
776.8,  4040,0.01928696,  3199,1.527203E-002, 0.10137, 79.183
778.1,  3776,0.01839667,  3000,1.461600E-002, 0.09991, 79.449
779.3,  3805,0.01797102,  3029,1.430597E-002, 0.09906, 79.606
780.6,  4042,0.01807178,  3206,1.433403E-002, 0.10063, 79.317
781.9,  4278,0.01808311,  3405,1.439294E-002, 0.09912, 79.593
783.1,  4494,0.0181243,  3571,1.440184E-002, 0.09984, 79.462
784.4,  4662,0.01814917,  3708,1.443524E-002, 0.09943, 79.537
785.7,  4778,0.01823763,  3795,1.448552E-002, 0.10003, 79.427
787.0,  4824,0.01820095,  3832,1.445814E-002, 0.09998, 79.436
788.2,  4823,0.01807178,  3839,1.438473E-002, 0.09910, 79.598
789.5,  4812,0.0179247,  3828,1.425930E-002, 0.09935, 79.551
790.8,  4801,0.01779731,  3817,1.414962E-002, 0.09961, 79.504
792.0,  4783,0.01765405,  3802,1.403318E-002, 0.09969, 79.490
793.3,  4754,0.01748046,  3792,1.394318E-002, 0.09819, 79.764
794.5,  4771,0.0174714,  3793,1.388997E-002, 0.09963, 79.501
795.8,  4777,0.01745516,  3802,1.389251E-002, 0.09914, 79.590
797.0,  4807,0.01753113,  3829,1.396436E-002, 0.09879, 79.655
798.3,  4833,0.01761629,  3844,1.401138E-002, 0.09943, 79.537
799.5,  4820,0.01758336,  3831,1.397549E-002, 0.09973, 79.481
800.8,  4782,0.0175069,  3812,1.395573E-002, 0.09846, 79.716
802.0,  4735,0.01744374,  3777,1.391447E-002, 0.09817, 79.768
803.3,  4697,0.01747284,  3740,1.391280E-002, 0.09895, 79.625
804.5,  4637,0.01742585,  3693,1.387829E-002, 0.09886, 79.642
805.8,  4599,0.0174578,  3662,1.390095E-002, 0.09895, 79.626
807.0,  4573,0.01745971,  3642,1.390516E-002, 0.09886, 79.641
808.3,  4534,0.01733348,  3620,1.383926E-002, 0.09777, 79.841
809.5,  4506,0.01718588,  3587,1.368082E-002, 0.09906, 79.605
810.8,  4483,0.01705782,  3569,1.358005E-002, 0.09902, 79.612
812.0,  4431,0.01684223,  3539,1.345174E-002, 0.09762, 79.869
813.2,  4341,0.01650448,  3453,1.312831E-002, 0.09939, 79.544
814.5,  4167,0.01589711,  3321,1.266962E-002, 0.09855, 79.698
815.7,  3976,0.01525989,  3167,1.215495E-002, 0.09880, 79.653
816.9,  3835,0.01486063,  3051,1.182263E-002, 0.09932, 79.557
818.2,  3754,0.01471943,  2991,1.172771E-002, 0.09868, 79.675
819.4,  3734,0.01483145,  2985,1.185642E-002, 0.09723, 79.941
820.6,  3800,0.0153292,  3038,1.225529E-002, 0.09720, 79.947
821.8,  3766,0.01542554,  2995,1.226752E-002, 0.09948, 79.527
823.1,  3609,0.0150387,  2884,1.201763E-002, 0.09739, 79.911
824.3,  3550,0.0150662,  2830,1.201052E-002, 0.09844, 79.718
825.5,  3615,0.01563849,  2883,1.247186E-002, 0.09826, 79.751
826.7,  3642,0.01607215,  2905,1.281977E-002, 0.09819, 79.764
828.0,  3529,0.01590167,  2813,1.267538E-002, 0.09848, 79.711
829.2,  3408,0.01569043,  2715,1.249986E-002, 0.09873, 79.665
830.4,  3328,0.01567488,  2653,1.249563E-002, 0.09845, 79.718
831.6,  3267,0.01573714,  2605,1.254829E-002, 0.09834, 79.737
832.8,  3197,0.0157708,  2547,1.256435E-002, 0.09871, 79.668
834.0,  3130,0.01583467,  2501,1.265256E-002, 0.09743, 79.904
835.2,  3098,0.01609721,  2479,1.288088E-002, 0.09680, 80.019
836.4,  3079,0.01646033,  2451,1.310305E-002, 0.09907, 79.604
837.6,  3008,0.0165831,  2408,1.327530E-002, 0.09662, 80.053
838.8,  2926,0.01666064,  2338,1.331257E-002, 0.09743, 79.904
840.0,  2851,0.01672682,  2277,1.335916E-002, 0.09763, 79.867
841.2,  2765,0.01663977,  2216,1.333589E-002, 0.09613, 80.145
842.4,  2706,0.01660672,  2160,1.325592E-002, 0.09787, 79.823
843.6,  2645,0.01644926,  2112,1.313453E-002, 0.09773, 79.849
844.8,  2604,0.01634791,  2080,1.305824E-002, 0.09758, 79.877
846.0,  2595,0.01640819,  2073,1.310758E-002, 0.09754, 79.884
847.2,  2585,0.01647679,  2062,1.314319E-002, 0.09817, 79.768
848.4,  2550,0.01638885,  2031,1.305324E-002, 0.09883, 79.647
849.6,  2456,0.0159247,  1967,1.275403E-002, 0.09642, 80.090
850.8,  2404,0.0157438,  1920,1.257408E-002, 0.09763, 79.867
852.0,  2373,0.01569502,  1900,1.256660E-002, 0.09654, 80.067
853.1,  2331,0.01556176,  1858,1.240401E-002, 0.09850, 79.708
854.3,  2199,0.01480147,  1749,1.177252E-002, 0.09944, 79.536
855.5,  2160,0.01467072,  1724,1.170941E-002, 0.09792, 79.815
856.7,  2236,0.01531436,  1784,1.221862E-002, 0.09808, 79.785
857.9,  2300,0.0158746,  1835,1.266517E-002, 0.09809, 79.783
859.0,  2290,0.0159155,  1834,1.274630E-002, 0.09644, 80.087
860.2,  2262,0.01582269,  1810,1.266095E-002, 0.09681, 80.018
861.4,  2252,0.01585183,  1787,1.257869E-002, 0.10044, 79.352
862.6,  2230,0.01577725,  1787,1.264303E-002, 0.09618, 80.135
863.7,  2217,0.01577617,  1778,1.265225E-002, 0.09583, 80.198
864.9,  2177,0.0155699,  1734,1.240157E-002, 0.09881, 79.651
866.1,  2045,0.01470355,  1644,1.182036E-002, 0.09479, 80.391
867.2,  1997,0.01443432,  1593,1.151420E-002, 0.09816, 79.770
868.4,  2025,0.01473593,  1619,1.178146E-002, 0.09718, 79.951
