Wvl,Raw Counts (Ref.),Rad. (Ref.),Raw Counts (Target),Rad. (Target),-log Reflect.,Reflect. %
642.7,11287,0.02112926, 11816,1.105978E-002, 0.28114, 52.343
644.1,11031,0.02109127, 11545,1.103702E-002, 0.28125, 52.330
645.5,10733,0.02091862, 11245,1.095825E-002, 0.28079, 52.385
646.9,10449,0.02067857, 10948,1.083305E-002, 0.28077, 52.388
648.3,10208,0.020416, 10683,1.068300E-002, 0.28128, 52.327
649.6,10056,0.02021256, 10531,1.058366E-002, 0.28099, 52.362
651.0,9999,0.02009799, 10477,1.052939E-002, 0.28075, 52.390
652.4,10058,0.020116, 10547,1.054700E-002, 0.28041, 52.431
653.8,10094,0.01996593, 10582,1.046560E-002, 0.28053, 52.417
655.2,9897,0.01929915, 10391,1.013123E-002, 0.27988, 52.496
656.6,9734,0.01866008, 10212,9.788202E-003, 0.28021, 52.455
658.0,9906,0.01863319, 10401,9.782141E-003, 0.27985, 52.498
659.4,10419,0.01921264, 10946,1.009221E-002, 0.27960, 52.529
660.8,10760,0.01946484, 11316,1.023532E-002, 0.27915, 52.584
662.1,11033,0.01957254, 11593,1.028299E-002, 0.27953, 52.538
663.5,11237,0.01958609, 11819,1.030026E-002, 0.27910, 52.590
664.9,11429,0.01961216, 12023,1.031573E-002, 0.27903, 52.599
666.3,11607,0.01967387, 12201,1.034035E-002, 0.27935, 52.559
667.7,11704,0.01967442, 12315,1.035076E-002, 0.27893, 52.610
669.1,11766,0.01970805, 12369,1.035904E-002, 0.27932, 52.562
670.4,11736,0.01963433, 12343,1.032492E-002, 0.27913, 52.586
671.8,11673,0.01956395, 12261,1.027472E-002, 0.27969, 52.519
673.2,11605,0.01953122, 12187,1.025536E-002, 0.27978, 52.508
674.6,11533,0.01951384, 12101,1.023745E-002, 0.28015, 52.462
675.9,11451,0.01950105, 12012,1.022822E-002, 0.28026, 52.450
677.3,11374,0.01950641, 11929,1.022912E-002, 0.28034, 52.440
678.7,11274,0.01952657, 11827,1.024218E-002, 0.28023, 52.453
680.0,11150,0.01954595, 11698,1.025330E-002, 0.28019, 52.457
681.4,11004,0.01957612, 11553,1.027639E-002, 0.27989, 52.495
682.8,10817,0.01958959, 11354,1.028105E-002, 0.27999, 52.482
684.1,10569,0.01953151, 11116,1.027118E-002, 0.27912, 52.588
685.5,10122,0.01912046, 10655,1.006365E-002, 0.27874, 52.633
686.9,9277,0.01794172,  9765,9.442755E-003, 0.27877, 52.630
688.2,8511,0.01687731,  8972,8.895738E-003, 0.27812, 52.708
689.6,8275,0.01683135,  8728,8.876376E-003, 0.27788, 52.737
691.0,8273,0.01729057,  8739,9.132255E-003, 0.27723, 52.816
692.3,8253,0.01769443,  8733,9.361776E-003, 0.27648, 52.908
693.7,8170,0.01798217,  8644,9.512722E-003, 0.27654, 52.901
695.0,8064,0.01822464,  8526,9.634380E-003, 0.27684, 52.865
696.4,7989,0.01852649,  8483,9.836039E-003, 0.27497, 53.092
697.8,7899,0.01877592,  8392,9.973892E-003, 0.27474, 53.121
699.1,7721,0.01878519,  8211,9.988682E-003, 0.27431, 53.173
700.5,7499,0.01865751,  7978,9.924632E-003, 0.27414, 53.194
701.8,7294,0.01857052,  7759,9.877207E-003, 0.27419, 53.188
703.2,7157,0.01863683,  7615,9.914730E-003, 0.27409, 53.200
704.5,7044,0.01875817,  7503,9.990245E-003, 0.27361, 53.258
705.9,6932,0.01885504,  7374,1.002864E-002, 0.27419, 53.188
707.2,6814,0.01877938,  7266,1.001255E-002, 0.27314, 53.317
708.5,6782,0.01869797,  7232,9.969312E-003, 0.27313, 53.318
709.9,6849,0.01864983,  7299,9.937589E-003, 0.27339, 53.285
711.2,6978,0.01858939,  7450,9.923400E-003, 0.27260, 53.382
712.6,7147,0.01854647,  7627,9.896033E-003, 0.27280, 53.358
713.9,7304,0.01845721,  7805,9.861618E-003, 0.27222, 53.430
715.3,7416,0.01831752,  7921,9.782435E-003, 0.27242, 53.405
716.6,7310,0.01770482,  7806,9.453066E-003, 0.27252, 53.393
717.9,7030,0.01677358,  7490,8.935570E-003, 0.27350, 53.272
719.3,6786,0.01597424,  7222,8.500294E-003, 0.27399, 53.212
720.6,6873,0.0159866,  7322,8.515486E-003, 0.27355, 53.266
721.9,7156,0.0164588,  7633,8.777950E-003, 0.27301, 53.333
723.3,7309,0.01663528,  7803,8.879814E-003, 0.27263, 53.379
724.6,7280,0.01640912,  7759,8.744393E-003, 0.27336, 53.290
725.9,7296,0.01629926,  7786,8.696962E-003, 0.27280, 53.358
727.3,7400,0.0164058,  7890,8.746065E-003, 0.27318, 53.311
728.6,7435,0.01639418,  7943,8.757158E-003, 0.27233, 53.416
729.9,7484,0.01643486,  7991,8.774118E-003, 0.27256, 53.387
731.2,7606,0.01667235,  8117,8.896232E-003, 0.27279, 53.359
732.6,7797,0.01710662,  8337,9.145689E-003, 0.27195, 53.463
733.9,7994,0.01761878,  8554,9.426508E-003, 0.27162, 53.503
735.2,8075,0.01791035,  8653,9.596177E-003, 0.27101, 53.579
736.5,8078,0.01807049,  8663,9.689566E-003, 0.27067, 53.621
737.9,8031,0.01812597,  8613,9.719771E-003, 0.27065, 53.623
739.2,7986,0.01820808,  8565,9.764100E-003, 0.27063, 53.625
740.5,7897,0.01820259,  8484,9.777810E-003, 0.26989, 53.717
741.8,7854,0.01830767,  8429,9.824000E-003, 0.27034, 53.661
743.1,7812,0.01843632,  8397,9.908460E-003, 0.26967, 53.744
744.4,7758,0.01860368,  8341,1.000086E-002, 0.26956, 53.757
745.7,7661,0.01871582,  8237,1.006150E-002, 0.26955, 53.759
747.0,7542,0.01881729,  8117,1.012596E-002, 0.26912, 53.812
748.4,7376,0.01886781,  7945,1.016166E-002, 0.26876, 53.857
749.6,7167,0.01885638,  7716,1.015040E-002, 0.26898, 53.830
751.0,6924,0.01879866,  7453,1.011745E-002, 0.26906, 53.820
752.3,6690,0.01879221,  7197,1.010819E-002, 0.26930, 53.789
753.6,6465,0.01878729,  6969,1.012596E-002, 0.26843, 53.898
754.9,6258,0.01874897,  6740,1.009652E-002, 0.26881, 53.851
756.2,6071,0.01865011,  6540,1.004544E-002, 0.26871, 53.863
757.5,5899,0.01846977,  6354,9.947187E-003, 0.26876, 53.857
758.8,5323,0.01688456,  5728,9.084608E-003, 0.26918, 53.804
760.1,4019,0.01289697,  4328,6.944276E-003, 0.26886, 53.844
761.4,2956,0.009580396,  3175,5.145088E-003, 0.26999, 53.704
762.6,2586,0.008476908,  2770,4.540030E-003, 0.27118, 53.558
763.9,2719,0.009032518,  2913,4.838493E-003, 0.27110, 53.567
765.2,2970,0.01001781,  3186,5.373189E-003, 0.27054, 53.636
766.5,3557,0.0121934,  3821,6.549194E-003, 0.26994, 53.711
767.8,4128,0.01439021,  4448,7.752864E-003, 0.26860, 53.876
769.1,4518,0.01604342,  4874,8.653787E-003, 0.26809, 53.940
770.4,4705,0.01705092,  5075,9.195900E-003, 0.26815, 53.932
771.7,4736,0.01761318,  5112,9.505764E-003, 0.26785, 53.970
772.9,4667,0.01798662,  5046,9.723642E-003, 0.26712, 54.060
774.2,4496,0.0183212,  4860,9.902250E-003, 0.26722, 54.048
775.5,4201,0.01856842,  4550,1.005550E-002, 0.26637, 54.154
776.8,3823,0.018251,  4134,9.867858E-003, 0.26706, 54.067
778.1,3573,0.01740766,  3872,9.432192E-003, 0.26613, 54.184
779.3,3602,0.01701225,  3906,9.224019E-003, 0.26584, 54.220
780.6,3819,0.01707475,  4129,9.230380E-003, 0.26713, 54.059
781.9,4046,0.01710244,  4382,9.261357E-003, 0.26638, 54.152
783.1,4240,0.01709992,  4591,9.257752E-003, 0.26649, 54.139
784.4,4410,0.01716813,  4772,9.288698E-003, 0.26677, 54.104
785.7,4509,0.01721085,  4878,9.309663E-003, 0.26687, 54.092
787.0,4548,0.0171596,  4934,9.307991E-003, 0.26565, 54.244
788.2,4555,0.01706759,  4926,9.228861E-003, 0.26702, 54.072
789.5,4540,0.0169115,  4910,9.144875E-003, 0.26700, 54.075
790.8,4522,0.01676305,  4893,9.069176E-003, 0.26679, 54.102
792.0,4508,0.01663903,  4879,9.004195E-003, 0.26668, 54.115
793.3,4485,0.01649135,  4861,8.936949E-003, 0.26607, 54.192
794.5,4484,0.01642041,  4863,8.904153E-003, 0.26579, 54.226
795.8,4491,0.01641011,  4867,8.892009E-003, 0.26611, 54.186
797.0,4516,0.01646985,  4892,8.920562E-003, 0.26630, 54.163
798.3,4535,0.01653008,  4918,8.963055E-003, 0.26582, 54.223
799.5,4528,0.01651814,  4903,8.943072E-003, 0.26647, 54.141
800.8,4494,0.01645253,  4880,8.932840E-003, 0.26524, 54.295
802.0,4449,0.01639012,  4825,8.887650E-003, 0.26580, 54.226
803.3,4412,0.01641264,  4778,8.887080E-003, 0.26642, 54.148
804.5,4351,0.01635106,  4716,8.861364E-003, 0.26605, 54.194
805.8,4313,0.01637215,  4684,8.890232E-003, 0.26519, 54.301
807.0,4282,0.01634868,  4660,8.895940E-003, 0.26429, 54.414
808.3,4258,0.01627833,  4619,8.829219E-003, 0.26569, 54.239
809.5,4217,0.01608364,  4589,8.751223E-003, 0.26432, 54.411
810.8,4190,0.01594295,  4549,8.654473E-003, 0.26533, 54.284
812.0,4154,0.01578935,  4506,8.563653E-003, 0.26571, 54.237
813.2,4055,0.01541711,  4393,8.351093E-003, 0.26626, 54.168
814.5,3892,0.01484798,  4213,8.036298E-003, 0.26661, 54.124
815.7,3701,0.01420444,  4007,7.689433E-003, 0.26653, 54.134
816.9,3573,0.01384538,  3868,7.494250E-003, 0.26658, 54.128
818.2,3491,0.01368821,  3780,7.410690E-003, 0.26649, 54.139
819.4,3490,0.01386228,  3781,7.509066E-003, 0.26625, 54.169
820.6,3548,0.01431263,  3848,7.761416E-003, 0.26578, 54.228
821.8,3515,0.01439744,  3796,7.774208E-003, 0.26763, 53.997
823.1,3364,0.01401779,  3645,7.594358E-003, 0.26619, 54.177
824.3,3299,0.01400096,  3575,7.586150E-003, 0.26614, 54.183
825.5,3365,0.01455699,  3645,7.884135E-003, 0.26632, 54.160
826.7,3407,0.01503509,  3687,8.135366E-003, 0.26673, 54.109
828.0,3293,0.01483826,  3567,8.036451E-003, 0.26632, 54.160
829.2,3179,0.01463612,  3443,7.925786E-003, 0.26638, 54.152
830.4,3101,0.01460571,  3364,7.922220E-003, 0.26568, 54.241
831.6,3052,0.01470148,  3304,7.957684E-003, 0.26657, 54.128
832.8,2986,0.01472994,  3232,7.971728E-003, 0.26665, 54.119
834.0,2924,0.01479252,  3174,8.028633E-003, 0.26540, 54.275
835.2,2892,0.01502683,  3136,8.147328E-003, 0.26585, 54.219
836.4,2872,0.01535371,  3109,8.310357E-003, 0.26659, 54.126
837.6,2811,0.01549704,  3051,8.410082E-003, 0.26545, 54.269
838.8,2738,0.01559017,  2973,8.464131E-003, 0.26527, 54.291
840.0,2658,0.01559449,  2883,8.457281E-003, 0.26574, 54.233
841.2,2590,0.01558662,  2804,8.437236E-003, 0.26655, 54.131
842.4,2525,0.01549593,  2744,8.419964E-003, 0.26491, 54.337
843.6,2474,0.01538581,  2688,8.358336E-003, 0.26500, 54.325
844.8,2455,0.01541249,  2666,8.368574E-003, 0.26522, 54.297
846.0,2431,0.01537121,  2638,8.340037E-003, 0.26554, 54.258
847.2,2420,0.01542508,  2626,8.369062E-003, 0.26555, 54.256
848.4,2384,0.01532197,  2586,8.310111E-003, 0.26571, 54.237
849.6,2304,0.01493914,  2496,8.092032E-003, 0.26627, 54.167
850.8,2243,0.01468941,  2436,7.976682E-003, 0.26518, 54.302
852.0,2225,0.01471615,  2414,7.983098E-003, 0.26562, 54.247
853.1,2175,0.0145203,  2361,7.881018E-003, 0.26539, 54.276
854.3,2052,0.01381201,  2228,7.498334E-003, 0.26529, 54.288
855.5,2022,0.01373342,  2195,7.454220E-003, 0.26538, 54.278
856.7,2073,0.01419798,  2259,7.735946E-003, 0.26371, 54.486
857.9,2145,0.01480479,  2330,8.040830E-003, 0.26510, 54.312
859.0,2133,0.01482435,  2321,8.065475E-003, 0.26435, 54.407
860.2,2112,0.01477344,  2295,8.026763E-003, 0.26494, 54.332
861.4,2085,0.01467632,  2266,7.975187E-003, 0.26488, 54.341
862.6,2077,0.01469478,  2257,7.984138E-003, 0.26493, 54.333
863.7,2059,0.01465184,  2241,7.973478E-003, 0.26424, 54.420
864.9,2014,0.01440413,  2199,7.863624E-003, 0.26286, 54.593
866.1,1901,0.01366819,  2070,7.441650E-003, 0.26404, 54.445
867.2,1864,0.01347299,  2025,7.318350E-003, 0.26505, 54.319
868.4,1880,0.01368076,  2041,7.426179E-003, 0.26534, 54.282
869.5,1931,0.0141523,  2094,7.673463E-003, 0.26584, 54.221
870.7,1938,0.01431988,  2101,7.762145E-003, 0.26596, 54.205
871.9,1919,0.01431958,  2081,7.764211E-003, 0.26583, 54.221
873.0,1893,0.01427133,  2060,7.765170E-003, 0.26431, 54.411
874.2,1863,0.01417184,  2025,7.702088E-003, 0.26482, 54.348
875.3,1831,0.01399616,  1993,7.617246E-003, 0.26421, 54.424
876.5,1823,0.01395507,  1977,7.566968E-003, 0.26581, 54.224
877.6,1830,0.01395924,  1990,7.589860E-003, 0.26463, 54.372
878.8,1836,0.01389118,  2003,7.577349E-003, 0.26322, 54.548
879.9,1834,0.01373299,  1995,7.469280E-003, 0.26449, 54.389
881.1,1847,0.01369181,  1999,7.409294E-003, 0.26668, 54.115
